t,wall,phase,label,cmd1,cmd2,cb1,cb2,bs1,bs2,a1,a2,ba1,ba2,v_batt,v_int,v_5v,t_mcu,ff
0.5488,2026-09-25T14:48:43.953,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.013,30.0,0.0
0.5589,2026-09-25T14:48:43.963,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.013,30.0,0.0
0.569,2026-09-25T14:48:43.973,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.013,30.0,0.0
0.5792,2026-09-25T14:48:43.983,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
0.5893,2026-09-25T14:48:43.993,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
0.5994,2026-09-25T14:48:44.003,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
0.6095,2026-09-25T14:48:44.014,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
0.62,2026-09-25T14:48:44.024,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
0.6301,2026-09-25T14:48:44.034,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
0.6402,2026-09-25T14:48:44.044,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
0.6503,2026-09-25T14:48:44.054,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
0.6604,2026-09-25T14:48:44.064,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
0.6705,2026-09-25T14:48:44.075,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
0.6806,2026-09-25T14:48:44.085,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
0.6907,2026-09-25T14:48:44.095,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
0.7008,2026-09-25T14:48:44.105,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
0.7109,2026-09-25T14:48:44.115,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
0.7213,2026-09-25T14:48:44.125,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.017,30.0,0.0
0.7314,2026-09-25T14:48:44.136,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.017,30.0,0.0
0.7416,2026-09-25T14:48:44.146,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.017,30.0,0.0
0.7517,2026-09-25T14:48:44.156,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.017,30.0,0.0
0.7618,2026-09-25T14:48:44.166,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.017,30.0,0.0
0.7719,2026-09-25T14:48:44.176,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.017,30.0,0.0
0.782,2026-09-25T14:48:44.186,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.017,30.0,0.0
0.7921,2026-09-25T14:48:44.196,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.017,30.0,0.0
0.8023,2026-09-25T14:48:44.206,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.017,30.0,0.0
0.8124,2026-09-25T14:48:44.217,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.017,30.0,0.0
0.8228,2026-09-25T14:48:44.227,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.017,30.0,0.0
0.8329,2026-09-25T14:48:44.237,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.017,30.0,0.0
0.843,2026-09-25T14:48:44.247,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.017,30.0,0.0
0.8531,2026-09-25T14:48:44.257,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.017,30.0,0.0
0.8632,2026-09-25T14:48:44.267,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.0,30.0,0.0
0.8734,2026-09-25T14:48:44.277,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.0,30.0,0.0
0.8835,2026-09-25T14:48:44.288,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.0,30.0,0.0
0.8936,2026-09-25T14:48:44.298,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.0,30.0,0.0
0.9037,2026-09-25T14:48:44.308,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.0,30.0,0.0
0.9139,2026-09-25T14:48:44.318,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.0,30.0,0.0
0.9243,2026-09-25T14:48:44.328,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.0,30.0,0.0
0.9344,2026-09-25T14:48:44.338,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.0,30.0,0.0
0.9445,2026-09-25T14:48:44.349,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.0,30.0,0.0
0.9546,2026-09-25T14:48:44.359,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.0,30.0,0.0
0.9647,2026-09-25T14:48:44.369,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.0,30.0,0.0
0.9748,2026-09-25T14:48:44.379,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.0,30.0,0.0
0.9849,2026-09-25T14:48:44.389,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.0,30.0,0.0
0.9951,2026-09-25T14:48:44.399,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.01,30.0,0.0
1.0052,2026-09-25T14:48:44.409,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.01,30.0,0.0
1.0154,2026-09-25T14:48:44.420,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.01,30.0,0.0
1.0258,2026-09-25T14:48:44.430,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.01,30.0,0.0
1.0359,2026-09-25T14:48:44.440,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.01,30.0,0.0
1.0461,2026-09-25T14:48:44.450,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.01,30.0,0.0
1.0561,2026-09-25T14:48:44.460,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.01,30.0,0.0
1.0662,2026-09-25T14:48:44.470,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.01,30.0,0.0
1.0764,2026-09-25T14:48:44.480,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.01,30.0,0.0
1.0865,2026-09-25T14:48:44.491,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.01,30.0,0.0
1.0966,2026-09-25T14:48:44.501,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.01,30.0,0.0
1.1067,2026-09-25T14:48:44.511,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.01,30.0,0.0
1.1168,2026-09-25T14:48:44.521,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.01,30.0,0.0
1.1272,2026-09-25T14:48:44.531,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.01,30.0,0.0
1.1373,2026-09-25T14:48:44.541,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.007,30.0,0.0
1.1474,2026-09-25T14:48:44.552,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.007,30.0,0.0
1.1575,2026-09-25T14:48:44.562,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.007,30.0,0.0
1.1676,2026-09-25T14:48:44.572,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.007,30.0,0.0
1.1777,2026-09-25T14:48:44.582,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.007,30.0,0.0
1.1878,2026-09-25T14:48:44.592,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.007,30.0,0.0
1.1979,2026-09-25T14:48:44.602,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.007,30.0,0.0
1.208,2026-09-25T14:48:44.612,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.007,30.0,0.0
1.2182,2026-09-25T14:48:44.623,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.007,30.0,0.0
1.2286,2026-09-25T14:48:44.633,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.007,30.0,0.0
1.2387,2026-09-25T14:48:44.643,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.007,30.0,0.0
1.2488,2026-09-25T14:48:44.653,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.007,30.0,0.0
1.2589,2026-09-25T14:48:44.663,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.007,30.0,0.0
1.269,2026-09-25T14:48:44.673,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.007,30.0,0.0
1.2791,2026-09-25T14:48:44.683,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.2892,2026-09-25T14:48:44.693,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.2993,2026-09-25T14:48:44.703,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.3094,2026-09-25T14:48:44.714,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.3195,2026-09-25T14:48:44.724,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.3299,2026-09-25T14:48:44.734,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.34,2026-09-25T14:48:44.744,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.3501,2026-09-25T14:48:44.754,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.3602,2026-09-25T14:48:44.764,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.3703,2026-09-25T14:48:44.774,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.3805,2026-09-25T14:48:44.785,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.3907,2026-09-25T14:48:44.795,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.4009,2026-09-25T14:48:44.805,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.4111,2026-09-25T14:48:44.815,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.4213,2026-09-25T14:48:44.826,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.019,30.0,0.0
1.4318,2026-09-25T14:48:44.836,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.019,30.0,0.0
1.442,2026-09-25T14:48:44.846,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.019,30.0,0.0
1.4521,2026-09-25T14:48:44.856,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.019,30.0,0.0
1.4622,2026-09-25T14:48:44.866,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.019,30.0,0.0
1.4723,2026-09-25T14:48:44.876,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.019,30.0,0.0
1.4824,2026-09-25T14:48:44.887,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.019,30.0,0.0
1.4926,2026-09-25T14:48:44.897,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.019,30.0,0.0
1.5027,2026-09-25T14:48:44.907,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.019,30.0,0.0
1.5129,2026-09-25T14:48:44.917,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.019,30.0,0.0
1.523,2026-09-25T14:48:44.927,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.019,30.0,0.0
1.5334,2026-09-25T14:48:44.937,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.019,30.0,0.0
1.5435,2026-09-25T14:48:44.948,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.019,30.0,0.0
1.5536,2026-09-25T14:48:44.958,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.019,30.0,0.0
1.5637,2026-09-25T14:48:44.968,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.009,30.0,0.0
1.5738,2026-09-25T14:48:44.978,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.009,30.0,0.0
1.5839,2026-09-25T14:48:44.988,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.009,30.0,0.0
1.594,2026-09-25T14:48:44.998,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.009,30.0,0.0
1.6041,2026-09-25T14:48:45.008,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.009,30.0,0.0
1.6142,2026-09-25T14:48:45.018,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.009,30.0,0.0
1.6244,2026-09-25T14:48:45.029,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.009,30.0,0.0
1.6349,2026-09-25T14:48:45.039,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.009,30.0,0.0
1.645,2026-09-25T14:48:45.049,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.009,30.0,0.0
1.6551,2026-09-25T14:48:45.059,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.009,30.0,0.0
1.6652,2026-09-25T14:48:45.069,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.009,30.0,0.0
1.6753,2026-09-25T14:48:45.079,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.009,30.0,0.0
1.6854,2026-09-25T14:48:45.090,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.009,30.0,0.0
