t,wall,phase,label,cmd1,cmd2,cb1,cb2,bs1,bs2,a1,a2,ba1,ba2,v_batt,v_int,v_5v,t_mcu,ff
15.6438,2026-09-25T14:48:59.048,sweep_both_up,d=400,400,400,2520.0,2546.0,1309.0,1325.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.014,30.0,0.0
15.6539,2026-09-25T14:48:59.058,sweep_both_up,d=400,400,400,2520.0,2546.0,1309.0,1325.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.014,30.0,0.0
15.6644,2026-09-25T14:48:59.068,sweep_both_up,d=400,400,400,2520.0,2546.0,1309.0,1325.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.014,30.0,0.0
15.6745,2026-09-25T14:48:59.079,sweep_both_up,d=400,400,400,2520.0,2546.0,1309.0,1325.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.014,30.0,0.0
15.6846,2026-09-25T14:48:59.089,sweep_both_up,d=400,400,400,2520.0,2546.0,1309.0,1325.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.014,30.0,0.0
15.6947,2026-09-25T14:48:59.099,sweep_both_up,d=400,400,400,2520.0,2546.0,1309.0,1325.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.014,30.0,0.0
15.7048,2026-09-25T14:48:59.109,sweep_both_up,d=400,400,400,2520.0,2546.0,1309.0,1325.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
15.7149,2026-09-25T14:48:59.119,sweep_both_up,d=400,400,400,2520.0,2546.0,1309.0,1325.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
15.7251,2026-09-25T14:48:59.129,sweep_both_up,d=400,400,400,2520.0,2546.0,1309.0,1325.0,2.6,-2.5,0.4,0.3,12.4,13.8,5.026,30.0,0.0
15.7352,2026-09-25T14:48:59.139,sweep_both_up,d=400,400,400,2520.0,2546.0,1309.0,1325.0,2.6,-2.5,0.4,0.3,12.4,13.8,5.026,30.0,0.0
15.7453,2026-09-25T14:48:59.149,sweep_both_up,d=400,400,400,2520.0,2546.0,1309.0,1325.0,2.6,-2.5,0.4,0.3,12.4,13.8,5.026,30.0,0.0
15.7555,2026-09-25T14:48:59.160,sweep_both_up,d=400,400,400,2520.0,2546.0,1317.0,1330.0,2.6,-2.5,0.4,0.3,12.4,13.8,5.026,30.0,0.0
15.7659,2026-09-25T14:48:59.170,sweep_both_up,d=400,400,400,2520.0,2546.0,1317.0,1330.0,2.6,-2.5,0.4,0.3,12.4,13.8,5.026,30.0,0.0
15.776,2026-09-25T14:48:59.180,sweep_both_up,d=400,400,400,2575.0,2602.0,1317.0,1330.0,2.6,-2.5,0.4,0.3,12.4,13.8,5.026,30.0,0.0
15.7862,2026-09-25T14:48:59.190,sweep_both_up,d=400,400,400,2575.0,2602.0,1317.0,1330.0,2.6,-2.5,0.4,0.3,12.4,13.8,5.026,30.0,0.0
15.7963,2026-09-25T14:48:59.200,sweep_both_up,d=400,400,400,2575.0,2602.0,1317.0,1330.0,2.6,-2.5,0.4,0.3,12.4,13.8,5.026,30.0,0.0
15.8064,2026-09-25T14:48:59.210,sweep_both_up,d=400,400,400,2575.0,2602.0,1317.0,1330.0,2.6,-2.5,0.4,0.3,12.4,13.8,5.026,30.0,0.0
15.8165,2026-09-25T14:48:59.221,sweep_both_up,d=400,400,400,2575.0,2602.0,1317.0,1330.0,2.6,-2.5,0.4,0.3,12.4,13.8,5.026,30.0,0.0
15.8267,2026-09-25T14:48:59.231,sweep_both_up,d=400,400,400,2575.0,2602.0,1317.0,1330.0,2.6,-2.5,0.4,0.3,12.4,13.8,5.026,30.0,0.0
15.8368,2026-09-25T14:48:59.241,sweep_both_up,d=400,400,400,2575.0,2602.0,1317.0,1330.0,2.6,-2.5,0.4,0.3,12.4,13.8,5.029,30.0,0.0
15.8469,2026-09-25T14:48:59.251,sweep_both_up,d=400,400,400,2575.0,2602.0,1317.0,1330.0,2.6,-2.5,0.4,0.3,12.4,13.8,5.029,30.0,0.0
15.8571,2026-09-25T14:48:59.261,sweep_both_up,d=400,400,400,2575.0,2602.0,1317.0,1330.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.029,30.0,0.0
15.8673,2026-09-25T14:48:59.271,sweep_both_up,d=400,400,400,2575.0,2602.0,1317.0,1330.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.029,30.0,0.0
15.8774,2026-09-25T14:48:59.282,sweep_both_up,d=400,400,400,2575.0,2602.0,1317.0,1330.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.029,30.0,0.0
15.8876,2026-09-25T14:48:59.292,sweep_both_up,d=400,400,400,2575.0,2602.0,1317.0,1330.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.029,30.0,0.0
15.8977,2026-09-25T14:48:59.302,sweep_both_up,d=400,400,400,2575.0,2602.0,1309.0,1322.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.029,30.0,0.0
15.9078,2026-09-25T14:48:59.312,sweep_both_up,d=400,400,400,2575.0,2602.0,1309.0,1322.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.029,30.0,0.0
15.918,2026-09-25T14:48:59.322,sweep_both_up,d=400,400,400,2630.0,2657.0,1309.0,1322.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.029,30.0,0.0
15.9281,2026-09-25T14:48:59.332,sweep_both_up,d=400,400,400,2630.0,2657.0,1309.0,1322.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.029,30.0,0.0
15.9382,2026-09-25T14:48:59.342,sweep_both_up,d=400,400,400,2630.0,2657.0,1309.0,1322.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.029,30.0,0.0
15.9483,2026-09-25T14:48:59.352,sweep_both_up,d=400,400,400,2630.0,2657.0,1309.0,1322.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.029,30.0,0.0
15.9584,2026-09-25T14:48:59.363,sweep_both_up,d=400,400,400,2630.0,2657.0,1309.0,1322.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.029,30.0,0.0
15.9688,2026-09-25T14:48:59.373,sweep_both_up,d=400,400,400,2630.0,2657.0,1309.0,1322.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.029,30.0,0.0
15.9789,2026-09-25T14:48:59.383,sweep_both_up,d=400,400,400,2630.0,2657.0,1309.0,1322.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
15.989,2026-09-25T14:48:59.393,sweep_both_up,d=400,400,400,2630.0,2657.0,1309.0,1322.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
15.9991,2026-09-25T14:48:59.403,sweep_both_up,d=400,400,400,2630.0,2657.0,1309.0,1322.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
16.0093,2026-09-25T14:48:59.413,sweep_both_up,d=400,400,400,2630.0,2657.0,1309.0,1322.0,2.6,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
16.0194,2026-09-25T14:48:59.424,sweep_both_up,d=400,400,400,2630.0,2657.0,1309.0,1322.0,2.7,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
16.0295,2026-09-25T14:48:59.434,sweep_both_up,d=400,400,400,2630.0,2657.0,1309.0,1322.0,2.7,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
16.0402,2026-09-25T14:48:59.444,sweep_both_up,d=500,500,500,2630.0,2657.0,1314.0,1328.0,2.7,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
16.0503,2026-09-25T14:48:59.454,sweep_both_up,d=500,500,500,2630.0,2657.0,1314.0,1328.0,2.7,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
16.0604,2026-09-25T14:48:59.465,sweep_both_up,d=500,500,500,2685.0,2713.0,1314.0,1328.0,2.7,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
16.0706,2026-09-25T14:48:59.475,sweep_both_up,d=500,500,500,2685.0,2713.0,1314.0,1328.0,2.7,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
16.0807,2026-09-25T14:48:59.485,sweep_both_up,d=500,500,500,2685.0,2713.0,1314.0,1328.0,2.7,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
16.0909,2026-09-25T14:48:59.495,sweep_both_up,d=500,500,500,2685.0,2713.0,1314.0,1328.0,2.7,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
16.1009,2026-09-25T14:48:59.505,sweep_both_up,d=500,500,500,2685.0,2713.0,1314.0,1328.0,2.7,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
16.1111,2026-09-25T14:48:59.515,sweep_both_up,d=500,500,500,2685.0,2713.0,1314.0,1328.0,2.7,-2.5,0.3,0.3,12.4,13.8,5.026,30.0,0.0
16.1212,2026-09-25T14:48:59.525,sweep_both_up,d=500,500,500,2685.0,2713.0,1314.0,1328.0,2.7,-2.5,0.3,0.3,12.0,13.8,5.002,30.0,0.0
16.1313,2026-09-25T14:48:59.535,sweep_both_up,d=500,500,500,2685.0,2713.0,1314.0,1328.0,2.7,-2.5,0.3,0.3,12.0,13.8,5.002,30.0,0.0
16.1414,2026-09-25T14:48:59.546,sweep_both_up,d=500,500,500,2685.0,2713.0,1314.0,1328.0,2.7,-2.5,0.5,0.5,12.0,13.8,5.002,30.0,0.0
16.1517,2026-09-25T14:48:59.556,sweep_both_up,d=500,500,500,2685.0,2713.0,1314.0,1328.0,2.7,-2.5,0.5,0.5,12.0,13.8,5.002,30.0,0.0
16.1618,2026-09-25T14:48:59.566,sweep_both_up,d=500,500,500,2685.0,2713.0,1314.0,1328.0,3.0,-2.6,0.5,0.5,12.0,13.8,5.002,30.0,0.0
16.1719,2026-09-25T14:48:59.576,sweep_both_up,d=500,500,500,2685.0,2713.0,1314.0,1328.0,3.0,-2.6,0.5,0.5,12.0,13.8,5.002,30.0,0.0
16.182,2026-09-25T14:48:59.586,sweep_both_up,d=500,500,500,2685.0,2713.0,1629.0,1650.0,3.0,-2.6,0.5,0.5,12.0,13.8,5.002,30.0,0.0
16.1922,2026-09-25T14:48:59.596,sweep_both_up,d=500,500,500,2685.0,2713.0,1629.0,1650.0,3.0,-2.6,0.5,0.5,12.0,13.8,5.002,30.0,0.0
16.2023,2026-09-25T14:48:59.606,sweep_both_up,d=500,500,500,2751.0,2780.0,1629.0,1650.0,3.0,-2.6,0.5,0.5,12.0,13.8,5.002,30.0,0.0
16.2124,2026-09-25T14:48:59.616,sweep_both_up,d=500,500,500,2751.0,2780.0,1629.0,1650.0,3.0,-2.6,0.5,0.5,12.0,13.8,5.002,30.0,0.0
16.2225,2026-09-25T14:48:59.627,sweep_both_up,d=500,500,500,2751.0,2780.0,1629.0,1650.0,3.0,-2.6,0.5,0.5,12.0,13.8,5.002,30.0,0.0
16.2326,2026-09-25T14:48:59.637,sweep_both_up,d=500,500,500,2751.0,2780.0,1629.0,1650.0,3.0,-2.6,0.5,0.5,12.0,13.8,5.002,30.0,0.0
16.2428,2026-09-25T14:48:59.647,sweep_both_up,d=500,500,500,2751.0,2780.0,1629.0,1650.0,3.0,-2.6,0.5,0.5,12.0,13.8,5.002,30.0,0.0
16.2532,2026-09-25T14:48:59.657,sweep_both_up,d=500,500,500,2751.0,2780.0,1629.0,1650.0,3.0,-2.6,0.5,0.5,12.0,13.8,5.002,30.0,0.0
16.2633,2026-09-25T14:48:59.667,sweep_both_up,d=500,500,500,2751.0,2780.0,1629.0,1650.0,3.0,-2.6,0.5,0.5,12.2,13.8,5.021,30.0,0.0
16.2734,2026-09-25T14:48:59.678,sweep_both_up,d=500,500,500,2751.0,2780.0,1629.0,1650.0,3.0,-2.6,0.5,0.5,12.2,13.8,5.021,30.0,0.0
16.2836,2026-09-25T14:48:59.688,sweep_both_up,d=500,500,500,2751.0,2780.0,1629.0,1650.0,3.0,-2.6,0.5,0.5,12.2,13.8,5.021,30.0,0.0
16.2937,2026-09-25T14:48:59.698,sweep_both_up,d=500,500,500,2751.0,2780.0,1629.0,1650.0,3.0,-2.6,0.5,0.5,12.2,13.8,5.021,30.0,0.0
16.3038,2026-09-25T14:48:59.708,sweep_both_up,d=500,500,500,2751.0,2780.0,1629.0,1650.0,2.7,-2.8,0.5,0.5,12.2,13.8,5.021,30.0,0.0
16.3139,2026-09-25T14:48:59.718,sweep_both_up,d=500,500,500,2751.0,2780.0,1629.0,1650.0,2.7,-2.8,0.5,0.5,12.2,13.8,5.021,30.0,0.0
16.324,2026-09-25T14:48:59.728,sweep_both_up,d=500,500,500,2751.0,2780.0,1622.0,1642.0,2.7,-2.8,0.5,0.5,12.2,13.8,5.021,30.0,0.0
16.3341,2026-09-25T14:48:59.738,sweep_both_up,d=500,500,500,2751.0,2780.0,1622.0,1642.0,2.7,-2.8,0.5,0.5,12.2,13.8,5.021,30.0,0.0
16.3443,2026-09-25T14:48:59.749,sweep_both_up,d=500,500,500,2820.0,2849.0,1622.0,1642.0,2.7,-2.8,0.5,0.5,12.2,13.8,5.021,30.0,0.0
16.3553,2026-09-25T14:48:59.759,sweep_both_up,d=500,500,500,2820.0,2849.0,1622.0,1642.0,2.7,-2.8,0.5,0.5,12.2,13.8,5.021,30.0,0.0
16.3655,2026-09-25T14:48:59.770,sweep_both_up,d=500,500,500,2820.0,2849.0,1622.0,1642.0,2.7,-2.8,0.5,0.5,12.2,13.8,5.021,30.0,0.0
16.3757,2026-09-25T14:48:59.780,sweep_both_up,d=500,500,500,2820.0,2849.0,1622.0,1642.0,2.7,-2.8,0.5,0.5,12.2,13.8,5.021,30.0,0.0
16.3858,2026-09-25T14:48:59.790,sweep_both_up,d=500,500,500,2820.0,2849.0,1622.0,1642.0,2.7,-2.8,0.5,0.5,12.2,13.8,5.021,30.0,0.0
16.3959,2026-09-25T14:48:59.800,sweep_both_up,d=500,500,500,2820.0,2849.0,1622.0,1642.0,2.7,-2.8,0.5,0.5,12.2,13.8,5.021,30.0,0.0
16.4061,2026-09-25T14:48:59.810,sweep_both_up,d=500,500,500,2820.0,2849.0,1622.0,1642.0,2.7,-2.8,0.5,0.5,12.2,13.8,5.018,30.0,0.0
16.4162,2026-09-25T14:48:59.820,sweep_both_up,d=500,500,500,2820.0,2849.0,1622.0,1642.0,2.7,-2.8,0.5,0.5,12.2,13.8,5.018,30.0,0.0
16.4264,2026-09-25T14:48:59.830,sweep_both_up,d=500,500,500,2820.0,2849.0,1622.0,1642.0,2.7,-2.8,0.5,0.3,12.2,13.8,5.018,30.0,0.0
16.4365,2026-09-25T14:48:59.841,sweep_both_up,d=500,500,500,2820.0,2849.0,1622.0,1642.0,2.7,-2.8,0.5,0.3,12.2,13.8,5.018,30.0,0.0
16.4467,2026-09-25T14:48:59.851,sweep_both_up,d=500,500,500,2820.0,2849.0,1622.0,1642.0,2.6,-2.7,0.5,0.3,12.2,13.8,5.018,30.0,0.0
16.457,2026-09-25T14:48:59.861,sweep_both_up,d=500,500,500,2820.0,2849.0,1622.0,1642.0,2.6,-2.7,0.5,0.3,12.2,13.8,5.018,30.0,0.0
16.4672,2026-09-25T14:48:59.871,sweep_both_up,d=500,500,500,2820.0,2849.0,1629.0,1642.0,2.6,-2.7,0.5,0.3,12.2,13.8,5.018,30.0,0.0
16.4773,2026-09-25T14:48:59.881,sweep_both_up,d=500,500,500,2820.0,2849.0,1629.0,1642.0,2.6,-2.7,0.5,0.3,12.2,13.8,5.018,30.0,0.0
16.4875,2026-09-25T14:48:59.892,sweep_both_up,d=500,500,500,2888.0,2918.0,1629.0,1642.0,2.6,-2.7,0.5,0.3,12.2,13.8,5.018,30.0,0.0
16.4977,2026-09-25T14:48:59.902,sweep_both_up,d=500,500,500,2888.0,2918.0,1629.0,1642.0,2.6,-2.7,0.5,0.3,12.2,13.8,5.018,30.0,0.0
16.5078,2026-09-25T14:48:59.912,sweep_both_up,d=500,500,500,2888.0,2918.0,1629.0,1642.0,2.6,-2.7,0.5,0.3,12.2,13.8,5.018,30.0,0.0
16.518,2026-09-25T14:48:59.922,sweep_both_up,d=500,500,500,2888.0,2918.0,1629.0,1642.0,2.6,-2.7,0.5,0.3,12.2,13.8,5.018,30.0,0.0
16.5281,2026-09-25T14:48:59.932,sweep_both_up,d=500,500,500,2888.0,2918.0,1629.0,1642.0,2.6,-2.7,0.5,0.3,12.2,13.8,5.018,30.0,0.0
16.5382,2026-09-25T14:48:59.942,sweep_both_up,d=500,500,500,2888.0,2918.0,1629.0,1642.0,2.6,-2.7,0.5,0.3,12.2,13.8,5.018,30.0,0.0
16.5484,2026-09-25T14:48:59.953,sweep_both_up,d=500,500,500,2888.0,2918.0,1629.0,1642.0,2.6,-2.7,0.5,0.3,12.1,13.8,5.01,30.0,0.0
16.5588,2026-09-25T14:48:59.963,sweep_both_up,d=500,500,500,2888.0,2918.0,1629.0,1642.0,2.6,-2.7,0.5,0.3,12.1,13.8,5.01,30.0,0.0
16.5689,2026-09-25T14:48:59.973,sweep_both_up,d=500,500,500,2888.0,2918.0,1629.0,1642.0,2.6,-2.7,0.5,0.4,12.1,13.8,5.01,30.0,0.0
16.5791,2026-09-25T14:48:59.983,sweep_both_up,d=500,500,500,2888.0,2918.0,1629.0,1642.0,2.6,-2.7,0.5,0.4,12.1,13.8,5.01,30.0,0.0
16.5892,2026-09-25T14:48:59.993,sweep_both_up,d=500,500,500,2888.0,2918.0,1629.0,1642.0,2.8,-2.7,0.5,0.4,12.1,13.8,5.01,30.0,0.0
16.5993,2026-09-25T14:49:00.003,sweep_both_up,d=500,500,500,2888.0,2918.0,1629.0,1642.0,2.8,-2.7,0.5,0.4,12.1,13.8,5.01,30.0,0.0
16.6094,2026-09-25T14:49:00.013,sweep_both_up,d=500,500,500,2888.0,2918.0,1626.0,1646.0,2.8,-2.7,0.5,0.4,12.1,13.8,5.01,30.0,0.0
16.6195,2026-09-25T14:49:00.024,sweep_both_up,d=500,500,500,2888.0,2918.0,1626.0,1646.0,2.8,-2.7,0.5,0.4,12.1,13.8,5.01,30.0,0.0
16.6296,2026-09-25T14:49:00.034,sweep_both_up,d=500,500,500,2956.0,2987.0,1626.0,1646.0,2.8,-2.7,0.5,0.4,12.1,13.8,5.01,30.0,0.0
16.6397,2026-09-25T14:49:00.044,sweep_both_up,d=500,500,500,2956.0,2987.0,1626.0,1646.0,2.8,-2.7,0.5,0.4,12.1,13.8,5.01,30.0,0.0
16.6499,2026-09-25T14:49:00.054,sweep_both_up,d=500,500,500,2956.0,2987.0,1626.0,1646.0,2.8,-2.7,0.5,0.4,12.1,13.8,5.01,30.0,0.0
16.6604,2026-09-25T14:49:00.065,sweep_both_up,d=500,500,500,2956.0,2987.0,1626.0,1646.0,2.8,-2.7,0.5,0.4,12.1,13.8,5.01,30.0,0.0
16.6706,2026-09-25T14:49:00.075,sweep_both_up,d=500,500,500,2956.0,2987.0,1626.0,1646.0,2.8,-2.7,0.5,0.4,12.1,13.8,5.01,30.0,0.0
16.6807,2026-09-25T14:49:00.085,sweep_both_up,d=500,500,500,2956.0,2987.0,1626.0,1646.0,2.8,-2.7,0.5,0.4,12.1,13.8,5.017,30.0,0.0
16.6909,2026-09-25T14:49:00.095,sweep_both_up,d=500,500,500,2956.0,2987.0,1626.0,1646.0,2.8,-2.7,0.5,0.4,12.1,13.8,5.017,30.0,0.0
16.701,2026-09-25T14:49:00.105,sweep_both_up,d=500,500,500,2956.0,2987.0,1626.0,1646.0,2.8,-2.7,0.5,0.5,12.1,13.8,5.017,30.0,0.0
16.7111,2026-09-25T14:49:00.115,sweep_both_up,d=500,500,500,2956.0,2987.0,1626.0,1646.0,2.8,-2.7,0.5,0.5,12.1,13.8,5.017,30.0,0.0
16.7212,2026-09-25T14:49:00.125,sweep_both_up,d=500,500,500,2956.0,2987.0,1626.0,1646.0,2.8,-2.7,0.5,0.5,12.1,13.8,5.017,30.0,0.0
16.7314,2026-09-25T14:49:00.136,sweep_both_up,d=500,500,500,2956.0,2987.0,1626.0,1646.0,2.8,-2.7,0.5,0.5,12.1,13.8,5.017,30.0,0.0
16.7416,2026-09-25T14:49:00.146,sweep_both_up,d=500,500,500,2956.0,2987.0,1629.0,1642.0,2.8,-2.7,0.5,0.5,12.1,13.8,5.017,30.0,0.0
16.7517,2026-09-25T14:49:00.156,sweep_both_up,d=500,500,500,2956.0,2987.0,1629.0,1642.0,2.8,-2.7,0.5,0.5,12.1,13.8,5.017,30.0,0.0
16.7624,2026-09-25T14:49:00.166,sweep_both_up,d=500,500,500,3024.0,3056.0,1629.0,1642.0,2.8,-2.7,0.5,0.5,12.1,13.8,5.017,30.0,0.0
16.7725,2026-09-25T14:49:00.177,sweep_both_up,d=500,500,500,3024.0,3056.0,1629.0,1642.0,2.8,-2.7,0.5,0.5,12.1,13.8,5.017,30.0,0.0
16.7826,2026-09-25T14:49:00.187,sweep_both_up,d=500,500,500,3024.0,3056.0,1629.0,1642.0,2.8,-2.7,0.5,0.5,12.1,13.8,5.017,30.0,0.0
16.7927,2026-09-25T14:49:00.197,sweep_both_up,d=500,500,500,3024.0,3056.0,1629.0,1642.0,2.8,-2.7,0.5,0.5,12.1,13.8,5.017,30.0,0.0
16.8029,2026-09-25T14:49:00.207,sweep_both_up,d=500,500,500,3024.0,3056.0,1629.0,1642.0,2.8,-2.7,0.5,0.5,12.1,13.8,5.017,30.0,0.0
16.813,2026-09-25T14:49:00.217,sweep_both_up,d=500,500,500,3024.0,3056.0,1629.0,1642.0,2.8,-2.7,0.5,0.5,12.1,13.8,5.017,30.0,0.0
16.8232,2026-09-25T14:49:00.227,sweep_both_up,d=500,500,500,3024.0,3056.0,1629.0,1642.0,2.8,-2.7,0.5,0.5,12.1,13.8,5.02,30.0,0.0
16.8333,2026-09-25T14:49:00.237,sweep_both_up,d=500,500,500,3024.0,3056.0,1629.0,1642.0,2.8,-2.7,0.5,0.5,12.1,13.8,5.02,30.0,0.0
16.8434,2026-09-25T14:49:00.248,sweep_both_up,d=500,500,500,3024.0,3056.0,1629.0,1642.0,2.8,-2.7,0.5,0.6,12.1,13.8,5.02,30.0,0.0
16.8535,2026-09-25T14:49:00.258,sweep_both_up,d=500,500,500,3024.0,3056.0,1629.0,1642.0,2.8,-2.7,0.5,0.6,12.1,13.8,5.02,30.0,0.0
16.8642,2026-09-25T14:49:00.268,sweep_both_up,d=500,500,500,3024.0,3056.0,1629.0,1642.0,2.7,-2.7,0.5,0.6,12.1,13.8,5.02,30.0,0.0
16.8744,2026-09-25T14:49:00.279,sweep_both_up,d=500,500,500,3024.0,3056.0,1629.0,1642.0,2.7,-2.7,0.5,0.6,12.1,13.8,5.02,30.0,0.0
16.8846,2026-09-25T14:49:00.289,sweep_both_up,d=500,500,500,3024.0,3056.0,1622.0,1646.0,2.7,-2.7,0.5,0.6,12.1,13.8,5.02,30.0,0.0
16.8948,2026-09-25T14:49:00.299,sweep_both_up,d=500,500,500,3024.0,3056.0,1622.0,1646.0,2.7,-2.7,0.5,0.6,12.1,13.8,5.02,30.0,0.0
16.9049,2026-09-25T14:49:00.309,sweep_both_up,d=500,500,500,3093.0,3125.0,1622.0,1646.0,2.7,-2.7,0.5,0.6,12.1,13.8,5.02,30.0,0.0
16.9151,2026-09-25T14:49:00.319,sweep_both_up,d=500,500,500,3093.0,3125.0,1622.0,1646.0,2.7,-2.7,0.5,0.6,12.1,13.8,5.02,30.0,0.0
16.9252,2026-09-25T14:49:00.329,sweep_both_up,d=500,500,500,3093.0,3125.0,1622.0,1646.0,2.7,-2.7,0.5,0.6,12.1,13.8,5.02,30.0,0.0
16.9353,2026-09-25T14:49:00.339,sweep_both_up,d=500,500,500,3093.0,3125.0,1622.0,1646.0,2.7,-2.7,0.5,0.6,12.1,13.8,5.02,30.0,0.0
16.9454,2026-09-25T14:49:00.350,sweep_both_up,d=500,500,500,3093.0,3125.0,1622.0,1646.0,2.7,-2.7,0.5,0.6,12.1,13.8,5.02,30.0,0.0
16.9556,2026-09-25T14:49:00.360,sweep_both_up,d=500,500,500,3093.0,3125.0,1622.0,1646.0,2.7,-2.7,0.5,0.6,12.1,13.8,5.02,30.0,0.0
16.9662,2026-09-25T14:49:00.370,sweep_both_up,d=500,500,500,3093.0,3125.0,1622.0,1646.0,2.7,-2.7,0.5,0.6,12.1,13.8,5.007,30.0,0.0
16.9763,2026-09-25T14:49:00.380,sweep_both_up,d=500,500,500,3093.0,3125.0,1622.0,1646.0,2.7,-2.7,0.5,0.6,12.1,13.8,5.007,30.0,0.0
16.9864,2026-09-25T14:49:00.390,sweep_both_up,d=500,500,500,3093.0,3125.0,1622.0,1646.0,2.7,-2.7,0.5,0.6,12.1,13.8,5.007,30.0,0.0
16.9965,2026-09-25T14:49:00.401,sweep_both_up,d=500,500,500,3093.0,3125.0,1622.0,1646.0,2.7,-2.7,0.5,0.6,12.1,13.8,5.007,30.0,0.0
17.0066,2026-09-25T14:49:00.411,sweep_both_up,d=500,500,500,3093.0,3125.0,1626.0,1650.0,2.5,-2.7,0.5,0.6,12.1,13.8,5.007,30.0,0.0
17.0167,2026-09-25T14:49:00.421,sweep_both_up,d=500,500,500,3093.0,3125.0,1626.0,1650.0,2.5,-2.7,0.5,0.6,12.1,13.8,5.007,30.0,0.0
17.0268,2026-09-25T14:49:00.431,sweep_both_up,d=500,500,500,3093.0,3125.0,1626.0,1650.0,2.5,-2.7,0.5,0.6,12.1,13.8,5.007,30.0,0.0
17.037,2026-09-25T14:49:00.441,sweep_both_up,d=500,500,500,3093.0,3125.0,1626.0,1650.0,2.5,-2.7,0.5,0.6,12.1,13.8,5.007,30.0,0.0
17.0471,2026-09-25T14:49:00.451,sweep_both_up,d=500,500,500,3161.0,3194.0,1626.0,1650.0,2.5,-2.7,0.5,0.6,12.1,13.8,5.007,30.0,0.0
17.0572,2026-09-25T14:49:00.462,sweep_both_up,d=500,500,500,3161.0,3194.0,1626.0,1650.0,2.5,-2.7,0.5,0.6,12.1,13.8,5.007,30.0,0.0
17.0676,2026-09-25T14:49:00.472,sweep_both_up,d=500,500,500,3161.0,3194.0,1626.0,1650.0,2.5,-2.7,0.5,0.6,12.1,13.8,5.007,30.0,0.0
17.0777,2026-09-25T14:49:00.482,sweep_both_up,d=500,500,500,3161.0,3194.0,1626.0,1650.0,2.5,-2.7,0.5,0.6,12.1,13.8,5.007,30.0,0.0
17.0878,2026-09-25T14:49:00.492,sweep_both_up,d=500,500,500,3161.0,3194.0,1626.0,1650.0,2.5,-2.7,0.5,0.6,12.1,13.8,5.007,30.0,0.0
17.0979,2026-09-25T14:49:00.502,sweep_both_up,d=500,500,500,3161.0,3194.0,1626.0,1650.0,2.5,-2.7,0.5,0.6,12.1,13.8,5.007,30.0,0.0
17.108,2026-09-25T14:49:00.512,sweep_both_up,d=500,500,500,3161.0,3194.0,1626.0,1650.0,2.5,-2.7,0.5,0.6,12.2,13.8,5.011,30.0,0.0
17.1181,2026-09-25T14:49:00.522,sweep_both_up,d=500,500,500,3161.0,3194.0,1626.0,1650.0,2.5,-2.7,0.5,0.6,12.2,13.8,5.011,30.0,0.0
17.1282,2026-09-25T14:49:00.532,sweep_both_up,d=500,500,500,3161.0,3194.0,1626.0,1650.0,2.6,-2.7,0.5,0.5,12.2,13.8,5.011,30.0,0.0
17.1384,2026-09-25T14:49:00.542,sweep_both_up,d=500,500,500,3161.0,3194.0,1626.0,1650.0,2.6,-2.7,0.5,0.5,12.2,13.8,5.011,30.0,0.0
17.1485,2026-09-25T14:49:00.553,sweep_both_up,d=500,500,500,3161.0,3194.0,1626.0,1650.0,2.6,-2.7,0.5,0.5,12.2,13.8,5.011,30.0,0.0
