t,mode,phase,target1,target2,actual1,actual2,duty1,duty2,v_batt,a1,a2,ff
1.3979,software,tgt=500,500,-500,504.0,-506.0,165,-164,13.0,,,
1.4186,software,tgt=500,500,-500,503.0,-503.0,165,-165,13.0,,,
1.4394,software,tgt=500,500,-500,501.0,-502.0,165,-165,13.0,,,
1.4604,software,tgt=500,500,-500,502.0,-499.0,165,-165,13.0,,,
1.4812,software,tgt=500,500,-500,501.0,-499.0,165,-165,13.0,,,
1.5017,software,tgt=500,500,-500,500.0,-501.0,165,-165,13.0,,,
1.5225,software,tgt=500,500,-500,499.0,-501.0,165,-165,13.0,,,
1.5434,software,tgt=500,500,-500,499.0,-499.0,165,-165,13.0,,,
1.5638,software,tgt=500,500,-500,500.0,-501.0,165,-165,13.0,,,
1.5841,software,tgt=500,500,-500,502.0,-501.0,165,-165,13.0,,,
1.6249,software,tgt=500,500,-500,500.0,-501.0,165,-165,13.0,,,
1.6457,software,tgt=500,500,-500,500.0,-500.0,165,-165,13.0,,,
1.6664,software,tgt=500,500,-500,500.0,-500.0,165,-165,13.0,,,
1.6873,software,tgt=500,500,-500,500.0,-501.0,165,-165,13.0,,,
1.7083,software,tgt=500,500,-500,501.0,-501.0,165,-165,13.0,,,
1.7292,software,tgt=500,500,-500,503.0,-502.0,165,-165,13.0,,,
1.7498,software,tgt=500,500,-500,502.0,-501.0,165,-165,13.0,,,
1.7704,software,tgt=500,500,-500,500.0,-500.0,165,-165,13.0,,,
1.791,software,tgt=500,500,-500,500.0,-501.0,165,-165,13.0,,,
1.8117,software,tgt=500,500,-500,499.0,-500.0,166,-166,12.9,,,
1.8525,software,tgt=500,500,-500,501.0,-501.0,166,-166,12.9,,,
1.8732,software,tgt=500,500,-500,501.0,-502.0,166,-166,12.9,,,
1.8938,software,tgt=500,500,-500,504.0,-504.0,166,-165,12.9,,,
1.9144,software,tgt=500,500,-500,503.0,-505.0,166,-165,12.9,,,
1.9349,software,tgt=500,500,-500,505.0,-504.0,166,-165,12.9,,,
1.9556,software,tgt=500,500,-500,507.0,-502.0,165,-166,12.9,,,
1.9762,software,tgt=500,500,-500,505.0,-502.0,165,-165,12.9,,,
1.9967,software,tgt=500,500,-500,505.0,-503.0,165,-165,12.9,,,
2.0171,software,tgt=500,500,-500,500.0,-502.0,166,-165,12.9,,,
2.0377,software,tgt=500,500,-500,500.0,-502.0,166,-165,12.9,,,
2.0785,software,tgt=500,500,-500,503.0,-500.0,165,-166,12.9,,,
2.0991,software,tgt=500,500,-500,503.0,-502.0,165,-165,12.9,,,
2.1195,software,tgt=500,500,-500,503.0,-502.0,165,-165,12.9,,,
2.1399,software,tgt=500,500,-500,501.0,-502.0,166,-165,12.9,,,
2.1603,software,tgt=500,500,-500,500.0,-502.0,166,-165,12.9,,,
2.1809,software,tgt=500,500,-500,502.0,-500.0,165,-166,12.9,,,
2.2016,software,tgt=500,500,-500,503.0,-500.0,165,-166,12.9,,,
2.2221,software,tgt=500,500,-500,503.0,-502.0,165,-165,12.9,,,
2.2427,software,tgt=500,500,-500,502.0,-503.0,165,-165,12.9,,,
2.2634,software,tgt=500,500,-500,499.0,-504.0,166,-165,12.9,,,
2.3043,software,tgt=500,500,-500,501.0,-502.0,165,-165,12.9,,,
2.325,software,tgt=500,500,-500,503.0,-502.0,165,-165,12.9,,,
2.3456,software,tgt=500,500,-500,505.0,-501.0,165,-165,12.9,,,
2.3662,software,tgt=500,500,-500,502.0,-500.0,165,-165,12.9,,,
2.3867,software,tgt=500,500,-500,499.0,-501.0,166,-165,12.9,,,
2.4073,software,tgt=500,500,-500,499.0,-501.0,166,-165,12.9,,,
2.4279,software,tgt=500,500,-500,501.0,-501.0,165,-165,12.9,,,
2.4482,software,tgt=500,500,-500,505.0,-501.0,165,-165,12.9,,,
2.4686,software,tgt=500,500,-500,505.0,-502.0,165,-165,12.9,,,
2.489,software,tgt=500,500,-500,501.0,-501.0,165,-165,12.9,,,
2.5296,software,tgt=1000,1000,-1000,501.0,-500.0,388,-388,12.9,,,
2.55,software,tgt=1000,1000,-1000,503.0,-501.0,394,-395,12.9,,,
2.5704,software,tgt=1000,1000,-1000,605.0,-606.0,389,-389,12.9,,,
2.5907,software,tgt=1000,1000,-1000,1075.0,-1075.0,341,-341,12.9,,,
2.6111,software,tgt=1000,1000,-1000,1241.0,-1243.0,321,-321,12.9,,,
2.6317,software,tgt=1000,1000,-1000,1230.0,-1243.0,320,-318,12.9,,,
2.6524,software,tgt=1000,1000,-1000,1143.0,-1145.0,327,-326,12.9,,,
2.6727,software,tgt=1000,1000,-1000,1087.0,-1077.0,331,-332,12.9,,,
2.6932,software,tgt=1000,1000,-1000,1059.0,-1070.0,333,-332,12.9,,,
2.7138,software,tgt=1000,1000,-1000,1077.0,-1084.0,338,-337,12.6,,,
2.7549,software,tgt=1000,1000,-1000,1091.0,-1087.0,335,-335,12.6,,,
2.7759,software,tgt=1000,1000,-1000,1107.0,-1098.0,332,-332,12.6,,,
2.7964,software,tgt=1000,1000,-1000,1105.0,-1105.0,331,-330,12.6,,,
2.817,software,tgt=1000,1000,-1000,1100.0,-1105.0,330,-329,12.6,,,
2.8375,software,tgt=1000,1000,-1000,1098.0,-1100.0,329,-328,12.6,,,
2.8581,software,tgt=1000,1000,-1000,1089.0,-1092.0,329,-328,12.6,,,
2.8788,software,tgt=1000,1000,-1000,1087.0,-1089.0,328,-327,12.6,,,
2.8994,software,tgt=1000,1000,-1000,1082.0,-1084.0,327,-327,12.6,,,
2.92,software,tgt=1000,1000,-1000,1080.0,-1078.0,326,-326,12.6,,,
2.9406,software,tgt=1000,1000,-1000,1078.0,-1082.0,326,-325,12.6,,,
2.9814,software,tgt=1000,1000,-1000,1073.0,-1078.0,324,-323,12.6,,,
3.002,software,tgt=1000,1000,-1000,1075.0,-1071.0,323,-323,12.6,,,
3.0226,software,tgt=1000,1000,-1000,1073.0,-1070.0,322,-322,12.6,,,
3.0432,software,tgt=1000,1000,-1000,1066.0,-1071.0,322,-321,12.6,,,
3.0641,software,tgt=1000,1000,-1000,1058.0,-1063.0,322,-321,12.6,,,
3.0849,software,tgt=1000,1000,-1000,1059.0,-1056.0,322,-321,12.6,,,
3.1055,software,tgt=1000,1000,-1000,1061.0,-1059.0,321,-320,12.6,,,
3.1265,software,tgt=1000,1000,-1000,1056.0,-1059.0,320,-320,12.6,,,
3.1472,software,tgt=1000,1000,-1000,1058.0,-1054.0,320,-320,12.6,,,
3.1679,software,tgt=1000,1000,-1000,1053.0,-1058.0,319,-318,12.6,,,
3.209,software,tgt=1000,1000,-1000,1049.0,-1053.0,319,-318,12.6,,,
3.2297,software,tgt=1000,1000,-1000,1051.0,-1054.0,318,-317,12.6,,,
3.2505,software,tgt=1000,1000,-1000,1049.0,-1049.0,317,-317,12.6,,,
3.2712,software,tgt=1000,1000,-1000,1049.0,-1048.0,317,-316,12.6,,,
3.2917,software,tgt=1000,1000,-1000,1041.0,-1043.0,317,-316,12.6,,,
3.3124,software,tgt=1000,1000,-1000,1043.0,-1041.0,316,-316,12.6,,,
3.3331,software,tgt=1000,1000,-1000,1041.0,-1040.0,316,-316,12.6,,,
3.3536,software,tgt=1000,1000,-1000,1040.0,-1043.0,316,-315,12.6,,,
3.3743,software,tgt=1000,1000,-1000,1036.0,-1044.0,316,-314,12.6,,,
3.3951,software,tgt=1000,1000,-1000,1040.0,-1043.0,315,-314,12.6,,,
3.4364,software,tgt=1000,1000,-1000,1038.0,-1033.0,314,-314,12.6,,,
3.4572,software,tgt=1000,1000,-1000,1043.0,-1035.0,313,-313,12.6,,,
3.4779,software,tgt=1000,1000,-1000,1033.0,-1040.0,313,-312,12.6,,,
3.4989,software,tgt=1000,1000,-1000,1028.0,-1035.0,314,-312,12.6,,,
3.5197,software,tgt=1000,1000,-1000,1031.0,-1031.0,313,-312,12.6,,,
3.5406,software,tgt=1000,1000,-1000,1028.0,-1028.0,313,-312,12.6,,,
3.5616,software,tgt=1000,1000,-1000,1036.0,-1027.0,312,-312,12.6,,,
3.5825,software,tgt=1000,1000,-1000,1030.0,-1028.0,312,-311,12.6,,,
3.6032,software,tgt=1000,1000,-1000,1024.0,-1028.0,312,-311,12.6,,,
3.6237,software,tgt=1000,1000,-1000,1027.0,-1028.0,311,-311,12.6,,,
3.6646,software,tgt=1000,1000,-1000,1024.0,-1024.0,311,-311,12.6,,,
3.6853,software,tgt=1000,1000,-1000,1030.0,-1022.0,310,-311,12.6,,,
3.7061,software,tgt=1000,1000,-1000,1022.0,-1027.0,311,-310,12.6,,,
3.727,software,tgt=1000,1000,-1000,1019.0,-1025.0,311,-310,12.6,,,
3.7479,software,tgt=1000,1000,-1000,1025.0,-1028.0,310,-309,12.6,,,
3.7688,software,tgt=1000,1000,-1000,1022.0,-1025.0,310,-309,12.6,,,
3.7897,software,tgt=1000,1000,-1000,1019.0,-1020.0,310,-309,12.6,,,
3.8105,software,tgt=1000,1000,-1000,1022.0,-1019.0,309,-309,12.6,,,
3.8315,software,tgt=1000,1000,-1000,1017.0,-1022.0,310,-308,12.6,,,
3.8524,software,tgt=1000,1000,-1000,1017.0,-1017.0,307,-306,12.7,,,
3.8936,software,tgt=1000,1000,-1000,1019.0,-1016.0,306,-306,12.7,,,
3.9146,software,tgt=1000,1000,-1000,1019.0,-1013.0,306,-306,12.7,,,
3.9354,software,tgt=1000,1000,-1000,1008.0,-1007.0,307,-306,12.7,,,
3.9562,software,tgt=1000,1000,-1000,1005.0,-1010.0,307,-306,12.7,,,
3.977,software,tgt=1000,1000,-1000,1005.0,-1013.0,307,-306,12.7,,,
3.9979,software,tgt=1000,1000,-1000,1014.0,-1010.0,306,-306,12.7,,,
4.0187,software,tgt=1000,1000,-1000,1008.0,-1007.0,307,-306,12.7,,,
4.0396,software,tgt=1000,1000,-1000,1011.0,-1010.0,306,-306,12.7,,,
4.0604,software,tgt=1000,1000,-1000,1011.0,-1010.0,306,-305,12.7,,,
4.0812,software,tgt=1000,1000,-1000,1010.0,-1010.0,306,-305,12.7,,,
4.1225,software,tgt=1000,1000,-1000,1010.0,-1008.0,306,-305,12.7,,,
4.1441,software,tgt=1000,1000,-1000,1004.0,-1007.0,306,-305,12.7,,,
4.1647,software,tgt=1000,1000,-1000,1013.0,-1007.0,305,-305,12.7,,,
4.1856,software,tgt=1000,1000,-1000,1007.0,-1008.0,306,-305,12.7,,,
4.2064,software,tgt=1000,1000,-1000,1007.0,-1010.0,306,-305,12.7,,,
4.2271,software,tgt=1000,1000,-1000,1007.0,-1011.0,306,-304,12.7,,,
4.2477,software,tgt=1000,1000,-1000,1007.0,-1010.0,305,-304,12.7,,,
4.2683,software,tgt=1000,1000,-1000,1008.0,-1005.0,305,-305,12.7,,,
4.289,software,tgt=1000,1000,-1000,1011.0,-1005.0,305,-305,12.7,,,
4.3096,software,tgt=1000,1000,-1000,1005.0,-1005.0,308,-307,12.6,,,
4.3506,software,tgt=1000,1000,-1000,1002.0,-1010.0,308,-307,12.6,,,
4.3714,software,tgt=1000,1000,-1000,1007.0,-1007.0,308,-307,12.6,,,
4.3921,software,tgt=1000,1000,-1000,1011.0,-1013.0,307,-306,12.6,,,
4.4127,software,tgt=1000,1000,-1000,1016.0,-1016.0,306,-306,12.6,,,
4.4332,software,tgt=1000,1000,-1000,1016.0,-1016.0,306,-305,12.6,,,
4.4538,software,tgt=1000,1000,-1000,1008.0,-1011.0,307,-306,12.6,,,
4.4744,software,tgt=1000,1000,-1000,1008.0,-1011.0,307,-306,12.6,,,
4.495,software,tgt=1000,1000,-1000,1008.0,-1007.0,307,-306,12.6,,,
4.5154,software,tgt=1000,1000,-1000,1014.0,-1011.0,306,-305,12.6,,,
4.5357,software,tgt=1000,1000,-1000,1011.0,-1014.0,304,-302,12.7,,,
4.5764,software,tgt=1000,1000,-1000,1011.0,-1010.0,303,-302,12.7,,,
4.5969,software,tgt=1000,1000,-1000,1008.0,-1002.0,303,-303,12.7,,,
4.6173,software,tgt=1000,1000,-1000,1002.0,-1001.0,304,-303,12.7,,,
4.6379,software,tgt=1000,1000,-1000,998.0,-1004.0,304,-303,12.7,,,
4.6586,software,tgt=1000,1000,-1000,1001.0,-1001.0,304,-303,12.7,,,
4.6792,software,tgt=1000,1000,-1000,998.0,-1001.0,304,-303,12.7,,,
4.7,software,tgt=1000,1000,-1000,1005.0,-1004.0,304,-303,12.7,,,
4.7207,software,tgt=1000,1000,-1000,1001.0,-999.0,304,-303,12.7,,,
4.7414,software,tgt=1000,1000,-1000,999.0,-1002.0,304,-303,12.7,,,
4.7621,software,tgt=1000,1000,-1000,1005.0,-1001.0,304,-303,12.7,,,
4.8035,software,tgt=1000,1000,-1000,1002.0,-1001.0,304,-303,12.7,,,
4.8244,software,tgt=1000,1000,-1000,1002.0,-1004.0,304,-303,12.7,,,
4.8452,software,tgt=1000,1000,-1000,1001.0,-1001.0,304,-303,12.7,,,
4.8661,software,tgt=1000,1000,-1000,1004.0,-1001.0,304,-303,12.7,,,
4.8868,software,tgt=1000,1000,-1000,999.0,-1001.0,304,-303,12.7,,,
4.9076,software,tgt=1000,1000,-1000,1001.0,-1002.0,304,-303,12.7,,,
4.9284,software,tgt=1000,1000,-1000,1005.0,-1002.0,303,-303,12.7,,,
4.9494,software,tgt=1000,1000,-1000,1004.0,-1001.0,303,-303,12.7,,,
4.9703,software,tgt=1000,1000,-1000,1002.0,-1004.0,304,-303,12.7,,,
4.9911,software,tgt=1000,1000,-1000,999.0,-1002.0,307,-305,12.6,,,
5.0321,software,tgt=2000,2000,-2000,1001.0,-998.0,761,-760,12.6,,,
5.0529,software,tgt=2000,2000,-2000,1008.0,-1002.0,772,-772,12.6,,,
5.0737,software,tgt=2000,2000,-2000,1207.0,-1227.0,762,-760,12.6,,,
5.0945,software,tgt=2000,2000,-2000,1550.0,-1740.0,734,-711,12.6,,,
5.1153,software,tgt=2000,2000,-2000,1787.0,-2089.0,713,-675,12.6,,,
5.1362,software,tgt=2000,2000,-2000,1990.0,-2229.0,693,-659,12.6,,,
5.1571,software,tgt=2000,2000,-2000,2164.0,-2207.0,673,-658,12.6,,,
5.1779,software,tgt=2000,2000,-2000,2259.0,-2129.0,660,-664,12.6,,,
5.1985,software,tgt=2000,2000,-2000,2237.0,-2123.0,660,-663,12.6,,,
5.2193,software,tgt=2000,2000,-2000,2164.0,-2136.0,710,-705,11.8,,,
5.2602,software,tgt=2000,2000,-2000,2109.0,-2150.0,712,-700,11.8,,,
5.2808,software,tgt=2000,2000,-2000,2150.0,-2171.0,707,-696,11.8,,,
5.3012,software,tgt=2000,2000,-2000,2214.0,-2200.0,698,-691,11.8,,,
5.3218,software,tgt=2000,2000,-2000,2244.0,-2207.0,691,-687,11.8,,,
5.3425,software,tgt=2000,2000,-2000,2244.0,-2214.0,688,-684,11.8,,,
5.3633,software,tgt=2000,2000,-2000,2229.0,-2214.0,687,-681,11.8,,,
5.3844,software,tgt=2000,2000,-2000,2222.0,-2207.0,685,-679,11.8,,,
5.4051,software,tgt=2000,2000,-2000,2222.0,-2200.0,682,-678,11.8,,,
5.4258,software,tgt=2000,2000,-2000,2200.0,-2185.0,682,-677,11.8,,,
5.4467,software,tgt=2000,2000,-2000,2192.0,-2185.0,686,-680,11.7,,,
5.4878,software,tgt=2000,2000,-2000,2185.0,-2178.0,682,-677,11.7,,,
5.5086,software,tgt=2000,2000,-2000,2185.0,-2178.0,680,-675,11.7,,,
5.5291,software,tgt=2000,2000,-2000,2185.0,-2185.0,678,-672,11.7,,,
5.5496,software,tgt=2000,2000,-2000,2185.0,-2171.0,676,-671,11.7,,,
5.5699,software,tgt=2000,2000,-2000,2185.0,-2171.0,673,-669,11.7,,,
5.5903,software,tgt=2000,2000,-2000,2178.0,-2164.0,672,-668,11.7,,,
5.6109,software,tgt=2000,2000,-2000,2164.0,-2157.0,671,-666,11.7,,,
5.6315,software,tgt=2000,2000,-2000,2171.0,-2150.0,668,-665,11.7,,,
5.6524,software,tgt=2000,2000,-2000,2171.0,-2150.0,666,-663,11.7,,,
5.6732,software,tgt=2000,2000,-2000,2150.0,-2143.0,667,-662,11.7,,,
5.7143,software,tgt=2000,2000,-2000,2143.0,-2150.0,664,-658,11.7,,,
5.7352,software,tgt=2000,2000,-2000,2150.0,-2143.0,661,-657,11.7,,,
5.7561,software,tgt=2000,2000,-2000,2143.0,-2136.0,660,-656,11.7,,,
5.7768,software,tgt=2000,2000,-2000,2143.0,-2123.0,658,-655,11.7,,,
5.7974,software,tgt=2000,2000,-2000,2123.0,-2123.0,659,-654,11.7,,,
5.8177,software,tgt=2000,2000,-2000,2136.0,-2116.0,656,-653,11.7,,,
5.8381,software,tgt=2000,2000,-2000,2116.0,-2116.0,656,-652,11.7,,,
5.8587,software,tgt=2000,2000,-2000,2123.0,-2103.0,654,-652,11.7,,,
5.8793,software,tgt=2000,2000,-2000,2129.0,-2109.0,652,-650,11.7,,,
5.8999,software,tgt=2000,2000,-2000,2116.0,-2109.0,646,-642,11.8,,,
5.9408,software,tgt=2000,2000,-2000,2109.0,-2109.0,644,-640,11.8,,,
5.9613,software,tgt=2000,2000,-2000,2103.0,-2096.0,643,-640,11.8,,,
5.9822,software,tgt=2000,2000,-2000,2096.0,-2076.0,643,-641,11.8,,,
6.0032,software,tgt=2000,2000,-2000,2083.0,-2070.0,643,-641,11.8,,,
6.0238,software,tgt=2000,2000,-2000,2089.0,-2076.0,641,-639,11.8,,,
6.0444,software,tgt=2000,2000,-2000,2076.0,-2076.0,642,-638,11.8,,,
6.0649,software,tgt=2000,2000,-2000,2076.0,-2070.0,641,-638,11.8,,,
6.0856,software,tgt=2000,2000,-2000,2076.0,-2070.0,640,-637,11.8,,,
6.1063,software,tgt=2000,2000,-2000,2083.0,-2063.0,638,-637,11.8,,,
6.1268,software,tgt=2000,2000,-2000,2070.0,-2070.0,632,-630,11.9,,,
6.1679,software,tgt=2000,2000,-2000,2076.0,-2063.0,630,-629,11.9,,,
6.1887,software,tgt=2000,2000,-2000,2057.0,-2057.0,631,-629,11.9,,,
6.2095,software,tgt=2000,2000,-2000,2051.0,-2051.0,631,-629,11.9,,,
6.2303,software,tgt=2000,2000,-2000,2044.0,-2044.0,631,-629,11.9,,,
6.2512,software,tgt=2000,2000,-2000,2051.0,-2038.0,630,-629,11.9,,,
6.2717,software,tgt=2000,2000,-2000,2038.0,-2038.0,631,-628,11.9,,,
6.2923,software,tgt=2000,2000,-2000,2051.0,-2032.0,629,-629,11.9,,,
6.3132,software,tgt=2000,2000,-2000,2051.0,-2051.0,628,-626,11.9,,,
6.334,software,tgt=2000,2000,-2000,2038.0,-2044.0,629,-626,11.9,,,
6.3546,software,tgt=2000,2000,-2000,2038.0,-2038.0,635,-632,11.8,,,
6.396,software,tgt=2000,2000,-2000,2044.0,-2038.0,633,-631,11.8,,,
6.4169,software,tgt=2000,2000,-2000,2044.0,-2032.0,632,-631,11.8,,,
6.4376,software,tgt=2000,2000,-2000,2057.0,-2044.0,630,-630,11.8,,,
6.4584,software,tgt=2000,2000,-2000,2051.0,-2044.0,630,-629,11.8,,,
6.4792,software,tgt=2000,2000,-2000,2044.0,-2051.0,630,-628,11.8,,,
6.5002,software,tgt=2000,2000,-2000,2038.0,-2044.0,630,-628,11.8,,,
6.521,software,tgt=2000,2000,-2000,2051.0,-2038.0,629,-628,11.8,,,
6.542,software,tgt=2000,2000,-2000,2038.0,-2044.0,629,-627,11.8,,,
6.5626,software,tgt=2000,2000,-2000,2038.0,-2038.0,629,-627,11.8,,,
6.5831,software,tgt=2000,2000,-2000,2038.0,-2032.0,628,-627,11.8,,,
6.6237,software,tgt=2000,2000,-2000,2038.0,-2038.0,628,-626,11.8,,,
6.6445,software,tgt=2000,2000,-2000,2038.0,-2038.0,627,-625,11.8,,,
6.6653,software,tgt=2000,2000,-2000,2032.0,-2038.0,627,-625,11.8,,,
6.6861,software,tgt=2000,2000,-2000,2032.0,-2032.0,627,-625,11.8,,,
6.7069,software,tgt=2000,2000,-2000,2032.0,-2032.0,626,-625,11.8,,,
6.7279,software,tgt=2000,2000,-2000,2038.0,-2026.0,625,-625,11.8,,,
6.7489,software,tgt=2000,2000,-2000,2038.0,-2032.0,625,-624,11.8,,,
6.7697,software,tgt=2000,2000,-2000,2026.0,-2038.0,626,-623,11.8,,,
6.7909,software,tgt=2000,2000,-2000,2038.0,-2032.0,624,-623,11.8,,,
6.8115,software,tgt=2000,2000,-2000,2038.0,-2026.0,618,-617,11.9,,,
6.8524,software,tgt=2000,2000,-2000,2032.0,-2026.0,618,-617,11.9,,,
6.8733,software,tgt=2000,2000,-2000,2020.0,-2026.0,618,-616,11.9,,,
6.8941,software,tgt=2000,2000,-2000,2014.0,-2014.0,619,-617,11.9,,,
6.915,software,tgt=2000,2000,-2000,2014.0,-2014.0,619,-617,11.9,,,
6.9358,software,tgt=2000,2000,-2000,2014.0,-2020.0,619,-616,11.9,,,
6.9565,software,tgt=2000,2000,-2000,2026.0,-2014.0,617,-617,11.9,,,
6.9774,software,tgt=2000,2000,-2000,2014.0,-2008.0,618,-617,11.9,,,
6.9983,software,tgt=2000,2000,-2000,2020.0,-2008.0,617,-617,11.9,,,
7.0192,software,tgt=2000,2000,-2000,2008.0,-2014.0,618,-616,11.9,,,
7.04,software,tgt=2000,2000,-2000,2008.0,-2008.0,618,-617,11.9,,,
7.0811,software,tgt=2000,2000,-2000,2014.0,-2008.0,617,-617,11.9,,,
7.1019,software,tgt=2000,2000,-2000,2008.0,-2014.0,618,-616,11.9,,,
7.1226,software,tgt=2000,2000,-2000,2014.0,-2008.0,617,-616,11.9,,,
7.1432,software,tgt=2000,2000,-2000,2014.0,-2020.0,617,-615,11.9,,,
7.1637,software,tgt=2000,2000,-2000,2008.0,-2014.0,617,-615,11.9,,,
7.1841,software,tgt=2000,2000,-2000,2008.0,-2002.0,617,-617,11.9,,,
7.2047,software,tgt=2000,2000,-2000,2014.0,-2002.0,616,-617,11.9,,,
7.225,software,tgt=2000,2000,-2000,2002.0,-2014.0,618,-615,11.9,,,
7.2454,software,tgt=2000,2000,-2000,2002.0,-2014.0,618,-615,11.9,,,
7.2659,software,tgt=2000,2000,-2000,2008.0,-2014.0,617,-615,11.9,,,
7.307,software,tgt=2000,2000,-2000,2008.0,-2002.0,617,-616,11.9,,,
7.3278,software,tgt=2000,2000,-2000,2020.0,-2002.0,615,-616,11.9,,,
7.3487,software,tgt=2000,2000,-2000,2014.0,-2014.0,616,-615,11.9,,,
7.3696,software,tgt=2000,2000,-2000,2002.0,-2020.0,617,-614,11.9,,,
7.3905,software,tgt=2000,2000,-2000,2002.0,-2014.0,617,-614,11.9,,,
7.4115,software,tgt=2000,2000,-2000,2014.0,-2008.0,615,-615,11.9,,,
7.4323,software,tgt=2000,2000,-2000,2002.0,-2002.0,617,-615,11.9,,,
7.4533,software,tgt=2000,2000,-2000,2008.0,-2008.0,616,-615,11.9,,,
