t,phase,cmd_lin,cmd_ang,odom_v,odom_w,filt_v,filt_w,imu_yaw,amcl_x,amcl_y,amcl_yaw,v_batt,a1,a2,ba1,ba2,rpm1,rpm2,ff
43.7698,decel_0,0.0,0.0,-0.5672,-0.0481,-0.1843,-0.0253,1.4226,-4.5067,-2.2779,-1.3129,15.8,0.0,0.0,-0.1,0.0,1143.0,1114.0,2
43.8203,decel_0,0.0,0.0,-0.5672,-0.0481,-0.1843,-0.0253,1.4226,-4.4524,-2.5246,-1.3485,15.8,0.0,0.0,-0.1,0.0,1143.0,1114.0,2
43.8707,decel_0,0.0,0.0,-0.5672,-0.0481,-0.1843,-0.0253,1.4226,-4.4524,-2.5246,-1.3485,14.6,0.0,0.0,-0.1,0.0,603.0,574.0,2
43.9211,decel_0,0.0,0.0,-0.5672,-0.0481,-0.1843,-0.0253,1.4226,-4.4524,-2.5246,-1.3485,14.6,0.0,0.0,-0.1,0.0,603.0,574.0,2
43.9717,decel_0,0.0,0.0,-0.1868,-0.0321,-0.1843,-0.0253,1.4226,-4.4524,-2.5246,-1.3485,14.6,0.0,0.0,-0.1,0.0,603.0,574.0,2
44.0223,decel_0,0.0,0.0,-0.1868,-0.0321,0.2948,-0.0033,1.4226,-4.4524,-2.5246,-1.3485,14.6,0.0,0.0,-0.1,0.0,603.0,574.0,2
44.0727,decel_0,0.0,0.0,-0.1868,-0.0321,0.2948,-0.0033,1.4232,-4.4524,-2.5246,-1.3485,14.6,0.0,0.0,-0.1,0.0,603.0,574.0,2
44.1232,decel_0,0.0,0.0,-0.1868,-0.0321,0.2948,-0.0033,1.4232,-4.4224,-2.6614,-1.3398,14.6,0.0,0.0,-0.1,0.0,603.0,574.0,2
44.1736,decel_0,0.0,0.0,-0.1868,-0.0321,0.2948,-0.0033,1.4232,-4.4224,-2.6614,-1.3398,11.4,-9.8,10.6,4.8,6.8,-384.0,-384.0,6
44.224,decel_0,0.0,0.0,-0.1868,-0.0321,0.2948,-0.0033,1.4232,-4.4224,-2.6614,-1.3398,11.4,-9.8,10.6,4.8,6.8,-384.0,-384.0,6
44.2747,decel_0,0.0,0.0,0.2765,0.0,0.2948,-0.0033,1.4232,-4.4224,-2.6614,-1.3398,11.4,-9.8,10.6,4.8,6.8,-384.0,-384.0,6
44.3255,decel_0,0.0,0.0,0.2765,0.0,0.8019,0.0283,1.4232,-4.4224,-2.6614,-1.3398,11.4,-9.8,10.6,4.8,6.8,-384.0,-384.0,6
44.3761,decel_0,0.0,0.0,0.2765,0.0,0.8019,0.0283,1.4254,-4.4224,-2.6614,-1.3398,11.4,-9.8,10.6,4.8,6.8,-384.0,-384.0,6
44.4267,decel_0,0.0,0.0,0.2765,0.0,0.8019,0.0283,1.4254,-4.3948,-2.781,-1.3525,11.4,-9.8,10.6,4.8,6.8,-384.0,-384.0,6
44.4771,decel_0,0.0,0.0,0.2765,0.0,0.8019,0.0283,1.4254,-4.3948,-2.781,-1.3525,10.0,-7.1,7.6,1.7,3.6,-1455.0,-1427.0,0
44.5274,decel_0,0.0,0.0,0.2765,0.0,0.8019,0.0283,1.4254,-4.3948,-2.781,-1.3525,10.0,-7.1,7.6,1.7,3.6,-1455.0,-1427.0,0
44.5782,decel_0,0.0,0.0,0.7146,0.0321,0.8019,0.0283,1.4254,-4.3948,-2.781,-1.3525,10.0,-7.1,7.6,1.7,3.6,-1455.0,-1427.0,0
44.6289,decel_0,0.0,0.0,0.7146,0.0321,0.8186,0.0096,1.4254,-4.3948,-2.781,-1.3525,10.0,-7.1,7.6,1.7,3.6,-1455.0,-1427.0,0
44.6797,decel_0,0.0,0.0,0.7146,0.0321,0.8186,0.0096,1.464,-4.3948,-2.781,-1.3525,10.0,-7.1,7.6,1.7,3.6,-1455.0,-1427.0,0
44.7302,decel_0,0.0,0.0,0.7146,0.0321,0.8186,0.0096,1.464,-4.3606,-2.9264,-1.3352,10.0,-7.1,7.6,1.7,3.6,-1455.0,-1427.0,0
44.7808,decel_0,0.0,0.0,0.7146,0.0321,0.8186,0.0096,1.464,-4.3606,-2.9264,-1.3352,11.0,-6.4,4.3,1.5,2.2,-1614.0,-1662.0,0
44.831,decel_0,0.0,0.0,0.7146,0.0321,0.8186,0.0096,1.464,-4.3606,-2.9264,-1.3352,11.0,-6.4,4.3,1.5,2.2,-1614.0,-1662.0,0
44.882,decel_0,0.0,0.0,0.7924,-0.0159,0.8186,0.0096,1.464,-4.3606,-2.9264,-1.3352,11.0,-6.4,4.3,1.5,2.2,-1614.0,-1662.0,0
44.9326,decel_0,0.0,0.0,0.7924,-0.0159,0.9314,0.01,1.464,-4.3606,-2.9264,-1.3352,11.0,-6.4,4.3,1.5,2.2,-1614.0,-1662.0,0
44.9833,decel_0,0.0,0.0,0.7924,-0.0159,0.9314,0.01,1.4568,-4.3606,-2.9264,-1.3352,11.0,-6.4,4.3,1.5,2.2,-1614.0,-1662.0,0
45.034,decel_0,0.0,0.0,0.7924,-0.0159,0.9314,0.01,1.4568,-4.3484,-2.9846,-1.3287,11.0,-6.4,4.3,1.5,2.2,-1614.0,-1662.0,0
45.0844,decel_0,0.0,0.0,0.7924,-0.0159,0.9314,0.01,1.4568,-4.3484,-2.9846,-1.3287,11.6,-4.0,3.3,1.0,1.7,-1826.0,-1841.0,0
45.1347,decel_0,0.0,0.0,0.7924,-0.0159,0.9314,0.01,1.4568,-4.3484,-2.9846,-1.3287,11.6,-4.0,3.3,1.0,1.7,-1826.0,-1841.0,0
45.1351,estop_run,0.9,0.0,0.9489,0.0044,0.9314,0.01,1.4568,-4.3484,-2.9846,-1.3287,11.6,-4.0,3.3,1.0,1.7,-1826.0,-1841.0,0
45.1858,estop_run,0.9,0.0,0.9489,0.0044,0.9278,0.0192,1.4568,-4.3484,-2.9846,-1.3287,11.6,-4.0,3.3,1.0,1.7,-1826.0,-1841.0,0
45.2362,estop_run,0.9,0.0,0.9489,0.0044,0.9278,0.0192,1.4591,-4.3484,-2.9846,-1.3287,11.6,-4.0,3.3,1.0,1.7,-1826.0,-1841.0,0
45.2867,estop_run,0.9,0.0,0.9489,0.0044,0.9278,0.0192,1.4591,-4.2982,-3.1579,-1.2961,11.6,-4.0,3.3,1.0,1.7,-1826.0,-1841.0,0
45.3371,estop_run,0.9,0.0,0.9489,0.0044,0.9278,0.0192,1.4591,-4.2982,-3.1579,-1.2961,11.5,-4.1,3.4,1.0,1.8,-1787.0,-1777.0,0
45.3877,estop_run,0.9,0.0,0.9489,0.0044,0.9278,0.0192,1.4591,-4.2982,-3.1579,-1.2961,11.5,-4.1,3.4,1.0,1.8,-1787.0,-1777.0,0
45.4384,estop_run,0.9,0.0,0.9256,0.0174,0.9278,0.0192,1.4591,-4.2982,-3.1579,-1.2961,11.5,-4.1,3.4,1.0,1.8,-1787.0,-1777.0,0
45.489,estop_run,0.9,0.0,0.9256,0.0174,0.9902,0.0286,1.4591,-4.2982,-3.1579,-1.2961,11.5,-4.1,3.4,1.0,1.8,-1787.0,-1777.0,0
45.5394,estop_run,0.9,0.0,0.9256,0.0174,0.9902,0.0286,1.4615,-4.2982,-3.1579,-1.2961,11.5,-4.1,3.4,1.0,1.8,-1787.0,-1777.0,0
45.5899,estop_run,0.9,0.0,0.9256,0.0174,0.9902,0.0286,1.4615,-4.2696,-3.2911,-1.3245,11.5,-4.1,3.4,1.0,1.8,-1787.0,-1777.0,0
45.6405,estop_run,0.9,0.0,0.9256,0.0174,0.9902,0.0286,1.4615,-4.2696,-3.2911,-1.3245,11.7,-3.7,4.0,0.9,2.0,-1846.0,-1811.0,0
45.6908,estop_run,0.9,0.0,0.9256,0.0174,0.9902,0.0286,1.4615,-4.2696,-3.2911,-1.3245,11.7,-3.7,4.0,0.9,2.0,-1846.0,-1811.0,0
45.7414,estop_run,0.9,0.0,0.9489,0.045,0.9902,0.0286,1.4615,-4.2696,-3.2911,-1.3245,11.7,-3.7,4.0,0.9,2.0,-1846.0,-1811.0,0
45.7919,estop_run,0.9,0.0,0.9489,0.045,0.8479,0.0167,1.4615,-4.2696,-3.2911,-1.3245,11.7,-3.7,4.0,0.9,2.0,-1846.0,-1811.0,0
45.8424,estop_run,0.9,0.0,0.9489,0.045,0.8479,0.0167,1.4492,-4.2696,-3.2911,-1.3245,11.7,-3.7,4.0,0.9,2.0,-1846.0,-1811.0,0
45.8928,estop_run,0.9,0.0,0.9489,0.045,0.8479,0.0167,1.4492,-4.236,-3.3815,-1.3107,11.7,-3.7,4.0,0.9,2.0,-1846.0,-1811.0,0
45.9432,estop_run,0.9,0.0,0.9489,0.045,0.8479,0.0167,1.4492,-4.236,-3.3815,-1.3107,11.8,-4.0,2.8,1.0,1.5,-1831.0,-1857.0,0
45.9936,estop_run,0.9,0.0,0.9489,0.045,0.8479,0.0167,1.4492,-4.236,-3.3815,-1.3107,11.8,-4.0,2.8,1.0,1.5,-1831.0,-1857.0,0
46.0442,estop_run,0.9,0.0,0.8453,-0.0136,0.8479,0.0167,1.4492,-4.236,-3.3815,-1.3107,11.8,-4.0,2.8,1.0,1.5,-1831.0,-1857.0,0
46.0947,estop_run,0.9,0.0,0.8453,-0.0136,0.5423,0.0111,1.4492,-4.236,-3.3815,-1.3107,11.8,-4.0,2.8,1.0,1.5,-1831.0,-1857.0,0
46.1451,estop_run,0.9,0.0,0.8453,-0.0136,0.5423,0.0111,1.435,-4.236,-3.3815,-1.3107,11.8,-4.0,2.8,1.0,1.5,-1831.0,-1857.0,0
46.1956,estop_run,0.9,0.0,0.8453,-0.0136,0.5423,0.0111,1.435,-4.2554,-3.458,-1.3405,11.8,-4.0,2.8,1.0,1.5,-1831.0,-1857.0,0
46.246,estop_run,0.9,0.0,0.8453,-0.0136,0.5423,0.0111,1.435,-4.2554,-3.458,-1.3405,15.8,0.0,0.0,-0.1,0.0,-1147.0,-1128.0,2
46.2963,estop_run,0.9,0.0,0.8453,-0.0136,0.5423,0.0111,1.435,-4.2554,-3.458,-1.3405,15.8,0.0,0.0,-0.1,0.0,-1147.0,-1128.0,2
46.3472,estop_run,0.9,0.0,0.6257,0.0161,0.5423,0.0111,1.435,-4.2554,-3.458,-1.3405,15.8,0.0,0.0,-0.1,0.0,-1147.0,-1128.0,2
46.3976,estop_run,0.9,0.0,0.6257,0.0161,0.151,-0.0066,1.435,-4.2554,-3.458,-1.3405,15.8,0.0,0.0,-0.1,0.0,-1147.0,-1128.0,2
46.448,estop_run,0.9,0.0,0.6257,0.0161,0.151,-0.0066,1.4378,-4.2554,-3.458,-1.3405,15.8,0.0,0.0,-0.1,0.0,-1147.0,-1128.0,2
46.4984,estop_run,0.9,0.0,0.6257,0.0161,0.151,-0.0066,1.4378,-4.2271,-3.5757,-1.3407,15.8,0.0,0.0,-0.1,0.0,-1147.0,-1128.0,2
46.5489,estop_run,0.9,0.0,0.6257,0.0161,0.151,-0.0066,1.4378,-4.2271,-3.5757,-1.3407,13.9,5.4,-5.8,-0.1,-0.1,-381.0,-403.0,2
46.5994,estop_run,0.9,0.0,0.6257,0.0161,0.151,-0.0066,1.4378,-4.2271,-3.5757,-1.3407,13.9,5.4,-5.8,-0.1,-0.1,-381.0,-403.0,2
46.6503,estop_run,0.0,0.0,0.1624,-0.0484,0.151,-0.0066,1.4378,-4.2271,-3.5757,-1.3407,13.9,5.4,-5.8,-0.1,-0.1,-381.0,-403.0,2
46.651,estop_stop,0.0,0.0,0.1624,-0.0484,-0.0096,-0.0017,1.4378,-4.2271,-3.5757,-1.3407,13.9,5.4,-5.8,-0.1,-0.1,-381.0,-403.0,2
46.7014,estop_stop,0.0,0.0,0.1624,-0.0484,-0.0096,-0.0017,1.4471,-4.2271,-3.5757,-1.3407,13.9,5.4,-5.8,-0.1,-0.1,-381.0,-403.0,2
46.7518,estop_stop,0.0,0.0,0.1624,-0.0484,-0.0096,-0.0017,1.4471,-4.2052,-3.6679,-1.3369,13.9,5.4,-5.8,-0.1,-0.1,-381.0,-403.0,2
46.8022,estop_stop,0.0,0.0,0.1624,-0.0484,-0.0096,-0.0017,1.4471,-4.2052,-3.6679,-1.3369,13.3,-3.5,0.9,-0.1,0.0,104.0,31.0,0
46.8526,estop_stop,0.0,0.0,0.1624,-0.0484,-0.0096,-0.0017,1.4471,-4.2052,-3.6679,-1.3369,13.3,-3.5,0.9,-0.1,0.0,104.0,31.0,0
46.9032,estop_stop,0.0,0.0,-0.0029,-0.0145,-0.0096,-0.0017,1.4471,-4.2052,-3.6679,-1.3369,13.3,-3.5,0.9,-0.1,0.0,104.0,31.0,0
46.954,estop_stop,0.0,0.0,-0.0029,-0.0145,-0.0048,-0.0025,1.4471,-4.2052,-3.6679,-1.3369,13.3,-3.5,0.9,-0.1,0.0,104.0,31.0,0
47.0045,estop_stop,0.0,0.0,-0.0029,-0.0145,-0.0048,-0.0025,1.4512,-4.2052,-3.6679,-1.3369,13.3,-3.5,0.9,-0.1,0.0,104.0,31.0,0
47.055,estop_stop,0.0,0.0,-0.0029,-0.0145,-0.0048,-0.0025,1.4512,-4.1907,-3.7264,-1.3383,13.3,-3.5,0.9,-0.1,0.0,104.0,31.0,0
47.1054,estop_stop,0.0,0.0,-0.0029,-0.0145,-0.0048,-0.0025,1.4512,-4.1907,-3.7264,-1.3383,13.2,-0.2,0.0,-0.1,0.0,0.0,0.0,0
47.1557,estop_stop,0.0,0.0,-0.0029,-0.0145,-0.0048,-0.0025,1.4512,-4.1907,-3.7264,-1.3383,13.2,-0.2,0.0,-0.1,0.0,0.0,0.0,0
47.2065,estop_stop,0.0,0.0,0.0,0.0,-0.0048,-0.0025,1.4512,-4.1907,-3.7264,-1.3383,13.2,-0.2,0.0,-0.1,0.0,0.0,0.0,0
47.2573,estop_stop,0.0,0.0,0.0,0.0,-0.0094,-0.0023,1.4512,-4.1907,-3.7264,-1.3383,13.2,-0.2,0.0,-0.1,0.0,0.0,0.0,0
47.3079,estop_stop,0.0,0.0,0.0,0.0,-0.0094,-0.0023,1.4532,-4.1907,-3.7264,-1.3383,13.2,-0.2,0.0,-0.1,0.0,0.0,0.0,0
47.3586,estop_stop,0.0,0.0,0.0,0.0,-0.0094,-0.0023,1.4532,-4.1709,-3.8059,-1.3471,13.2,-0.2,0.0,-0.1,0.0,0.0,0.0,0
47.4091,estop_stop,0.0,0.0,0.0,0.0,-0.0094,-0.0023,1.4532,-4.1709,-3.8059,-1.3471,13.3,-0.1,0.0,-0.1,0.0,0.0,0.0,0
47.4595,estop_stop,0.0,0.0,0.0,0.0,-0.0094,-0.0023,1.4532,-4.1709,-3.8059,-1.3471,13.3,-0.1,0.0,-0.1,0.0,0.0,0.0,0
47.5104,estop_stop,0.0,0.0,0.0,0.0,-0.0094,-0.0023,1.4532,-4.1709,-3.8059,-1.3471,13.3,-0.1,0.0,-0.1,0.0,0.0,0.0,0
47.5613,estop_stop,0.0,0.0,0.0,0.0,-0.0041,-0.0014,1.4532,-4.1709,-3.8059,-1.3471,13.3,-0.1,0.0,-0.1,0.0,0.0,0.0,0
47.6119,estop_stop,0.0,0.0,0.0,0.0,-0.0041,-0.0014,1.4607,-4.1709,-3.8059,-1.3471,13.3,-0.1,0.0,-0.1,0.0,0.0,0.0,0
47.6625,estop_stop,0.0,0.0,0.0,0.0,-0.0041,-0.0014,1.4607,-4.1457,-3.9228,-1.3436,13.3,-0.1,0.0,-0.1,0.0,0.0,0.0,0
47.7131,estop_stop,0.0,0.0,0.0,0.0,-0.0041,-0.0014,1.4607,-4.1457,-3.9228,-1.3436,13.3,-0.1,0.0,-0.1,0.0,0.0,0.0,0
47.7635,estop_stop,0.0,0.0,0.0,0.0,-0.0041,-0.0014,1.4607,-4.1457,-3.9228,-1.3436,13.3,-0.1,0.0,-0.1,0.0,0.0,0.0,0
47.8146,estop_stop,0.0,0.0,0.0,0.0,-0.0041,-0.0014,1.4607,-4.1457,-3.9228,-1.3436,13.3,-0.1,0.0,-0.1,0.0,0.0,0.0,0
47.8651,estop_stop,0.0,0.0,0.0,0.0,0.1386,-0.0146,1.4607,-4.1457,-3.9228,-1.3436,13.3,-0.1,0.0,-0.1,0.0,0.0,0.0,0
47.9157,estop_stop,0.0,0.0,0.0,0.0,0.1386,-0.0146,1.4742,-4.1457,-3.9228,-1.3436,13.3,-0.1,0.0,-0.1,0.0,0.0,0.0,0
47.9663,estop_stop,0.0,0.0,0.0,0.0,0.1386,-0.0146,1.4742,-4.1167,-4.0634,-1.3524,13.3,-0.1,0.0,-0.1,0.0,0.0,0.0,0
48.0166,estop_stop,0.0,0.0,0.0,0.0,0.1386,-0.0146,1.4742,-4.1167,-4.0634,-1.3524,11.6,-11.2,9.8,4.0,6.2,-218.0,-272.0,0
48.0669,estop_stop,0.0,0.0,0.0,0.0,0.1386,-0.0146,1.4742,-4.1167,-4.0634,-1.3524,11.6,-11.2,9.8,4.0,6.2,-218.0,-272.0,0
48.1175,estop_stop,0.0,0.0,0.1387,-0.0482,0.1386,-0.0146,1.4742,-4.1167,-4.0634,-1.3524,11.6,-11.2,9.8,4.0,6.2,-218.0,-272.0,0
48.1681,estop_stop,0.0,0.0,0.1387,-0.0482,0.4503,-0.0278,1.4742,-4.1167,-4.0634,-1.3524,11.6,-11.2,9.8,4.0,6.2,-218.0,-272.0,0
48.2186,estop_stop,0.0,0.0,0.1387,-0.0482,0.4503,-0.0278,1.4748,-4.1167,-4.0634,-1.3524,11.6,-11.2,9.8,4.0,6.2,-218.0,-272.0,0
48.269,estop_stop,0.0,0.0,0.1387,-0.0482,0.4503,-0.0278,1.4748,-4.0053,-4.4007,-1.3432,11.6,-11.2,9.8,4.0,6.2,-218.0,-272.0,0
48.3194,estop_stop,0.0,0.0,0.1387,-0.0482,0.4503,-0.0278,1.4748,-4.0053,-4.4007,-1.3432,10.4,-8.9,8.2,1.5,1.1,-1014.0,-1061.0,0
48.3696,estop_stop,0.0,0.0,0.1387,-0.0482,0.4503,-0.0278,1.4748,-4.0053,-4.4007,-1.3432,10.4,-8.9,8.2,1.5,1.1,-1014.0,-1061.0,0
48.4204,estop_stop,0.0,0.0,0.4481,-0.0467,0.4503,-0.0278,1.4748,-4.0053,-4.4007,-1.3432,10.4,-8.9,8.2,1.5,1.1,-1014.0,-1061.0,0
48.4708,estop_stop,0.0,0.0,0.4481,-0.0467,0.9522,-0.0083,1.4748,-4.0053,-4.4007,-1.3432,10.4,-8.9,8.2,1.5,1.1,-1014.0,-1061.0,0
48.5214,estop_stop,0.0,0.0,0.4481,-0.0467,0.9522,-0.0083,1.4786,-4.0053,-4.4007,-1.3432,10.4,-8.9,8.2,1.5,1.1,-1014.0,-1061.0,0
48.5719,estop_stop,0.0,0.0,0.4481,-0.0467,0.9522,-0.0083,1.4786,-3.9722,-4.5504,-1.345,10.4,-8.9,8.2,1.5,1.1,-1014.0,-1061.0,0
48.6224,estop_stop,0.0,0.0,0.4481,-0.0467,0.9522,-0.0083,1.4786,-3.9722,-4.5504,-1.345,10.7,-6.6,5.3,1.6,2.8,-1557.0,-1561.0,0
48.6727,estop_stop,0.0,0.0,0.4481,-0.0467,0.9522,-0.0083,1.4786,-3.9722,-4.5504,-1.345,10.7,-6.6,5.3,1.6,2.8,-1557.0,-1561.0,0
48.6732,spin_0.5,0.0,0.5,0.7907,-0.0252,0.9522,-0.0083,1.4786,-3.9722,-4.5504,-1.345,10.7,-6.6,5.3,1.6,2.8,-1557.0,-1561.0,0
48.7238,spin_0.5,0.0,0.5,0.7907,-0.0252,0.9858,0.0118,1.4786,-3.9722,-4.5504,-1.345,10.7,-6.6,5.3,1.6,2.8,-1557.0,-1561.0,0
48.7742,spin_0.5,0.0,0.5,0.7907,-0.0252,0.9858,0.0118,1.4699,-3.9722,-4.5504,-1.345,10.7,-6.6,5.3,1.6,2.8,-1557.0,-1561.0,0
48.825,spin_0.5,0.0,0.5,0.7907,-0.0252,0.9858,0.0118,1.4699,-3.9507,-4.6638,-1.3426,10.7,-6.6,5.3,1.6,2.8,-1557.0,-1561.0,0
48.8754,spin_0.5,0.0,0.5,0.7907,-0.0252,0.9858,0.0118,1.4699,-3.9507,-4.6638,-1.3426,11.6,-3.9,3.9,0.8,1.8,-1836.0,-1816.0,0
48.9259,spin_0.5,0.0,0.5,0.7907,-0.0252,0.9858,0.0118,1.4699,-3.9507,-4.6638,-1.3426,11.6,-3.9,3.9,0.8,1.8,-1836.0,-1816.0,0
48.9766,spin_0.5,0.0,0.5,0.9697,-0.0012,0.9858,0.0118,1.4699,-3.9507,-4.6638,-1.3426,11.6,-3.9,3.9,0.8,1.8,-1836.0,-1816.0,0
49.0273,spin_0.5,0.0,0.5,0.9697,-0.0012,0.987,0.0103,1.4699,-3.9507,-4.6638,-1.3426,11.6,-3.9,3.9,0.8,1.8,-1836.0,-1816.0,0
49.0777,spin_0.5,0.0,0.5,0.9697,-0.0012,0.987,0.0103,1.4743,-3.9507,-4.6638,-1.3426,11.6,-3.9,3.9,0.8,1.8,-1836.0,-1816.0,0
49.1284,spin_0.5,0.0,0.5,0.9697,-0.0012,0.987,0.0103,1.4743,-3.9244,-4.8085,-1.3429,11.6,-3.9,3.9,0.8,1.8,-1836.0,-1816.0,0
49.1787,spin_0.5,0.0,0.5,0.9697,-0.0012,0.987,0.0103,1.4743,-3.9244,-4.8085,-1.3429,11.6,-4.3,3.7,1.1,1.8,-1792.0,-1787.0,0
49.229,spin_0.5,0.0,0.5,0.9697,-0.0012,0.987,0.0103,1.4743,-3.9244,-4.8085,-1.3429,11.6,-4.3,3.7,1.1,1.8,-1792.0,-1787.0,0
49.2796,spin_0.5,0.0,0.5,0.9809,0.0,0.987,0.0103,1.4743,-3.9244,-4.8085,-1.3429,11.6,-4.3,3.7,1.1,1.8,-1792.0,-1787.0,0
49.3302,spin_0.5,0.0,0.5,0.9809,0.0,0.9286,0.0209,1.4743,-3.9244,-4.8085,-1.3429,11.6,-4.3,3.7,1.1,1.8,-1792.0,-1787.0,0
49.3807,spin_0.5,0.0,0.5,0.9809,0.0,0.9286,0.0209,1.4722,-3.9244,-4.8085,-1.3429,11.6,-4.3,3.7,1.1,1.8,-1792.0,-1787.0,0
49.4312,spin_0.5,0.0,0.5,0.9809,0.0,0.9286,0.0209,1.4722,-3.8912,-4.9407,-1.3328,11.6,-4.3,3.7,1.1,1.8,-1792.0,-1787.0,0
49.4817,spin_0.5,0.0,0.5,0.9809,0.0,0.9286,0.0209,1.4722,-3.8912,-4.9407,-1.3328,16.1,1.6,-1.5,-0.1,0.0,-1773.0,-1740.0,0
49.532,spin_0.5,0.0,0.5,0.9809,0.0,0.9286,0.0209,1.4722,-3.8912,-4.9407,-1.3328,16.1,1.6,-1.5,-0.1,0.0,-1773.0,-1740.0,0
49.5826,spin_0.5,0.0,0.5,0.9174,0.0323,0.9286,0.0209,1.4722,-3.8912,-4.9407,-1.3328,16.1,1.6,-1.5,-0.1,0.0,-1773.0,-1740.0,0
49.6332,spin_0.5,0.0,0.0,0.9174,0.0323,0.5765,0.0268,1.4722,-3.8912,-4.9407,-1.3328,16.1,1.6,-1.5,-0.1,0.0,-1773.0,-1740.0,0
49.6334,spin_1.0,0.0,0.0,0.9174,0.0323,0.5765,0.0268,1.4719,-3.8912,-4.9407,-1.3328,16.1,1.6,-1.5,-0.1,0.0,-1773.0,-1740.0,0
49.6335,spin_-1.0,0.0,0.0,0.9174,0.0323,0.5765,0.0268,1.4719,-3.8626,-5.0467,-1.3185,16.1,1.6,-1.5,-0.1,0.0,-1773.0,-1740.0,0
49.6336,spin_+360,0.0,0.0,0.9174,0.0323,0.5765,0.0268,1.4719,-3.8626,-5.0467,-1.3185,14.2,0.0,0.0,-0.1,0.0,-1465.0,-1504.0,2
49.6337,spin_-360,0.0,0.0,0.9174,0.0323,0.5765,0.0268,1.4719,-3.8626,-5.0467,-1.3185,14.2,0.0,0.0,-0.1,0.0,-1465.0,-1504.0,2
49.634,idle_end,0.0,0.0,0.9027,0.0161,0.5765,0.0268,1.4719,-3.8626,-5.0467,-1.3185,14.2,0.0,0.0,-0.1,0.0,-1465.0,-1504.0,2
