t,seg,target,actual
0.152109324999401,0,0.3,0.0
0.18278464399918448,0,0.3,0.002886905800551176
0.21343832399907114,0,0.3,0.08369088917970657
0.2441872469989903,0,0.3,0.1359252631664276
0.2809331110001949,0,0.3,0.222792387008667
0.3620245279998926,0,0.3,0.2634578347206116
0.4008297999989736,0,0.3,0.34717288613319397
0.48187165899980755,0,0.3,0.30693668127059937
0.5207586769993213,0,0.3,0.3415107727050781
0.6017649589994107,0,0.3,0.3820689022541046
0.640541195998594,0,0.3,0.38489577174186707
0.7215485439992335,0,0.3,0.3851086497306824
0.7605213269998785,0,0.3,0.42852672934532166
0.8415861489993404,0,0.3,0.3850838840007782
0.8806142149987863,0,0.3,0.34453773498535156
0.9616795029996865,0,0.3,0.34739813208580017
1.00058614199952,0,0.3,0.34730154275894165
1.081683193999197,0,0.3,0.3096657395362854
1.1206020949994127,0,0.3,0.3964323401451111
1.2015199979996396,0,0.3,0.39945080876350403
1.240609725999093,0,0.3,0.3993970453739166
1.321654387000308,0,0.3,0.4023791253566742
1.3606049279987928,0,0.3,0.4458048343658447
1.4416221069986932,0,0.3,0.3618798851966858
1.4807288609990792,0,0.3,0.3618825376033783
1.5618024739997054,0,0.3,0.3617731034755707
1.6007404989995848,0,0.3,0.3648125231266022
1.6817696029993385,0,0.3,0.411398321390152
1.7205177429987089,0,0.3,0.41150015592575073
1.801524194999729,0,0.3,0.41419148445129395
1.8407419019986264,0,0.3,0.41430944204330444
1.9217830179986777,0,0.3,0.41714757680892944
1.9607982309989893,0,0.3,0.3732645511627197
2.041856435000227,0,0.3,0.37327033281326294
2.080659150999054,0,0.3,0.3735067844390869
2.1616914229998656,0,0.3,0.3734804391860962
2.200725552000222,0,0.3,0.4194056987762451
2.281833025999731,0,0.3,0.4226018786430359
2.320824630000061,0,0.3,0.425405353307724
2.4018877319995227,0,0.3,0.42525815963745117
2.440825997999127,0,0.3,0.42820826172828674
2.521867735998967,1,0.6,0.3822917938232422
2.5608122189987625,1,0.6,0.3328865170478821
2.6418177359992114,1,0.6,0.3849479854106903
2.680809450999732,1,0.6,0.4750886559486389
2.761861234999742,1,0.6,0.714489758014679
2.8006429919987568,1,0.6,0.7175263166427612
2.881650590999925,1,0.6,0.8565884828567505
2.9205892239988316,1,0.6,0.8481200337409973
3.001647527999012,1,0.6,0.8531030416488647
3.040670278998732,1,0.6,0.6600373983383179
3.1217540739999095,1,0.6,0.7497849464416504
3.1607926019987644,1,0.6,0.6599264144897461
3.24187191099918,1,0.6,0.755764365196228
3.280581594999603,1,0.6,0.8515421748161316
3.3615840029997344,1,0.6,0.9494231939315796
3.4006306399987807,1,0.6,0.8567156791687012
3.481723093000255,1,0.6,0.9522415995597839
3.520635109000068,1,0.6,0.8592875599861145
3.601672881999548,1,0.6,0.7664757966995239
3.6405784580001637,1,0.6,0.6716107726097107
3.72163589199954,1,0.6,0.7695454359054565
3.7606079849992966,1,0.6,0.6743300557136536
3.841709508000349,1,0.6,0.966446042060852
3.8807829139987007,1,0.6,0.874005138874054
3.961954741000227,1,0.6,0.9692815542221069
4.000654665998809,1,0.6,0.8712536096572876
4.081556105000345,1,0.6,0.9721188545227051
4.12064161699891,1,0.6,0.6830655336380005
4.2016698219995305,1,0.6,0.7815520167350769
4.232284312998672,1,0.6,0.7057953476905823
4.28074755399939,1,0.6,0.8461249470710754
4.361789828999463,1,0.6,0.7475755214691162
4.400647274998846,1,0.6,0.8463987112045288
4.481672107000122,1,0.6,0.7477360963821411
4.520650333999583,1,0.6,0.8269376754760742
4.601782988998821,1,0.6,0.8925043940544128
4.6407211709993135,1,0.6,0.9910308122634888
4.7217829459987115,1,0.6,0.891878604888916
4.760768005999125,1,0.6,0.9963310360908508
4.842112823000207,1,0.6,0.897609531879425
4.880862717000127,1,0.6,0.7984796166419983
4.962029532000088,1,0.6,0.7003604769706726
5.000571323000258,1,0.6,0.8047248125076294
5.081691006998881,2,0.9,0.7004474401473999
5.120592915000088,2,0.9,1.0539039373397827
5.201701272999344,2,0.9,0.9933513402938843
5.240535654998894,2,0.9,1.1847461462020874
5.321602488000281,2,0.9,1.1238983869552612
5.3605070159992465,2,0.9,1.3092091083526611
5.441732351999235,2,0.9,0.9989024996757507
5.481050688998948,2,0.9,1.1436889171600342
5.562950747000286,2,0.9,0.9957612752914429
5.601072411000132,2,0.9,1.136980414390564
5.68295436399967,2,0.9,1.2847044467926025
5.7209340979989065,2,0.9,1.430127739906311
5.802188806999766,2,0.9,1.2851066589355469
5.840829582999504,2,0.9,1.4327363967895508
5.9218945459997485,2,0.9,1.294295072555542
5.960698928000056,2,0.9,1.152589201927185
6.041772242999286,2,0.9,1.0101842880249023
6.080777408000358,2,0.9,1.1574641466140747
6.1618566529996315,2,0.9,1.0159335136413574
6.20080709299873,2,0.9,1.3044562339782715
6.281814867999856,2,0.9,1.3078783750534058
6.320687890000045,2,0.9,1.3108088970184326
6.401746101999379,2,0.9,1.3141669034957886
6.440694073999111,2,0.9,1.461491346359253
6.521655115999238,2,0.9,1.175768256187439
6.561085051000191,2,0.9,1.1742732524871826
6.6422514480000245,2,0.9,1.1746675968170166
6.680605389999982,2,0.9,1.1811575889587402
6.761617565998677,2,0.9,1.328555941581726
6.80084706299931,2,0.9,1.3282084465026855
6.881834724999862,2,0.9,1.3357545137405396
6.92074523699921,2,0.9,1.3350207805633545
7.001803096000003,2,0.9,1.334657907485962
7.040664279000339,2,0.9,1.1898409128189087
7.121753497998725,2,0.9,1.190398931503296
7.160464006999973,2,0.9,1.193226933479309
7.24159549199976,2,0.9,1.1955927610397339
7.280842693999148,2,0.9,1.347048044204712
7.361895789999835,2,0.9,1.352311372756958
7.40071390599951,2,0.9,1.3557686805725098
7.481723359000171,2,0.9,1.35493004322052
7.52064655599861,2,0.9,1.3558965921401978
7.601749620998817,3,0.6,1.2070852518081665
7.640639336999811,3,0.6,1.187381625175476
7.721694206000393,3,0.6,1.1517045497894287
7.761073685998781,3,0.6,1.0652683973312378
7.842422357000032,3,0.6,1.2472772598266602
7.8808700059998955,3,0.6,1.0593641996383667
7.962229418999414,3,0.6,1.000787377357483
8.000829188998978,3,0.6,0.9958656430244446
8.082246633999603,3,0.6,1.0101382732391357
8.113039414000013,3,0.6,0.8093902468681335
8.161200346999976,3,0.6,0.9656850695610046
8.242287854998722,3,0.6,0.853858470916748
8.280881683000189,3,0.6,0.968909740447998
8.362018697000167,3,0.6,0.9629912376403809
8.400716328998897,3,0.6,0.9441013336181641
8.481858944998748,3,0.6,0.8977810144424438
8.520878264000203,3,0.6,0.8975169062614441
8.601871974999085,3,0.6,1.0047085285186768
8.640741285998956,3,0.6,1.0075206756591797
8.721782482998606,3,0.6,1.004401445388794
8.760693717000322,3,0.6,1.0073976516723633
8.841710593000244,3,0.6,1.0044379234313965
8.880649843998981,3,0.6,0.894692063331604
8.961672792000172,3,0.6,0.8916152715682983
9.000598147000346,3,0.6,0.8918218612670898
9.081700060998628,3,0.6,0.8905790448188782
9.120640089999142,3,0.6,1.1121082305908203
9.201602549999734,3,0.6,1.0016155242919922
9.240867001999504,3,0.6,1.0023969411849976
9.322003416998996,3,0.6,1.002206802368164
9.360851817000366,3,0.6,1.0002248287200928
9.441853476999313,3,0.6,0.7789443731307983
9.48070000899861,3,0.6,0.889295220375061
9.56179000299926,3,0.6,0.8857316970825195
9.601683737999338,3,0.6,1.1037328243255615
9.682899039999029,3,0.6,0.9956904649734497
9.72056961599992,3,0.6,1.105739951133728
9.80164633899949,3,0.6,0.9955950975418091
9.841037402999063,3,0.6,0.9951928853988647
