t,wall,phase,label,cmd1,cmd2,cb1,cb2,bs1,bs2,a1,a2,ba1,ba2,v_batt,v_int,v_5v,t_mcu,ff
1.6559,2026-09-25T14:44:56.798,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.666,2026-09-25T14:44:56.808,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.6762,2026-09-25T14:44:56.819,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.6863,2026-09-25T14:44:56.829,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.6965,2026-09-25T14:44:56.839,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
1.7066,2026-09-25T14:44:56.849,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.018,30.0,0.0
1.7167,2026-09-25T14:44:56.859,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.018,30.0,0.0
1.7269,2026-09-25T14:44:56.870,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.018,30.0,0.0
1.7374,2026-09-25T14:44:56.880,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.018,30.0,0.0
1.7476,2026-09-25T14:44:56.890,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.018,30.0,0.0
1.7577,2026-09-25T14:44:56.900,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.018,30.0,0.0
1.7679,2026-09-25T14:44:56.910,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.018,30.0,0.0
1.778,2026-09-25T14:44:56.920,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.018,30.0,0.0
1.7881,2026-09-25T14:44:56.930,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.018,30.0,0.0
1.7982,2026-09-25T14:44:56.941,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.018,30.0,0.0
1.8083,2026-09-25T14:44:56.951,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.018,30.0,0.0
1.8185,2026-09-25T14:44:56.961,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.018,30.0,0.0
1.8286,2026-09-25T14:44:56.971,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.018,30.0,0.0
1.8388,2026-09-25T14:44:56.981,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.018,30.0,0.0
1.8489,2026-09-25T14:44:56.991,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.004,30.0,0.0
1.859,2026-09-25T14:44:57.001,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.004,30.0,0.0
1.8691,2026-09-25T14:44:57.011,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.004,30.0,0.0
1.8792,2026-09-25T14:44:57.022,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.004,30.0,0.0
1.8893,2026-09-25T14:44:57.032,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.004,30.0,0.0
1.8994,2026-09-25T14:44:57.042,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.004,30.0,0.0
1.9096,2026-09-25T14:44:57.052,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.004,30.0,0.0
1.9197,2026-09-25T14:44:57.062,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.004,30.0,0.0
1.9298,2026-09-25T14:44:57.072,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.004,30.0,0.0
1.9402,2026-09-25T14:44:57.083,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.004,30.0,0.0
1.9503,2026-09-25T14:44:57.093,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.004,30.0,0.0
1.9605,2026-09-25T14:44:57.103,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
1.9706,2026-09-25T14:44:57.113,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
1.9807,2026-09-25T14:44:57.123,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
1.9908,2026-09-25T14:44:57.133,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
2.0009,2026-09-25T14:44:57.143,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
2.011,2026-09-25T14:44:57.153,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
2.0211,2026-09-25T14:44:57.163,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
2.0313,2026-09-25T14:44:57.174,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
2.0419,2026-09-25T14:44:57.184,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
2.052,2026-09-25T14:44:57.194,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
2.0621,2026-09-25T14:44:57.204,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
2.0722,2026-09-25T14:44:57.215,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
2.0824,2026-09-25T14:44:57.225,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
2.0925,2026-09-25T14:44:57.235,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
2.1026,2026-09-25T14:44:57.245,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
2.1128,2026-09-25T14:44:57.255,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,4.998,30.0,0.0
2.1229,2026-09-25T14:44:57.265,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.02,30.0,0.0
2.133,2026-09-25T14:44:57.276,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.02,30.0,0.0
2.1434,2026-09-25T14:44:57.286,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.02,30.0,0.0
2.1536,2026-09-25T14:44:57.296,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.02,30.0,0.0
2.1637,2026-09-25T14:44:57.306,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.02,30.0,0.0
2.1738,2026-09-25T14:44:57.316,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.02,30.0,0.0
2.184,2026-09-25T14:44:57.326,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.02,30.0,0.0
2.1941,2026-09-25T14:44:57.336,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.02,30.0,0.0
2.2042,2026-09-25T14:44:57.347,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.02,30.0,0.0
2.2145,2026-09-25T14:44:57.357,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.02,30.0,0.0
2.2246,2026-09-25T14:44:57.367,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.02,30.0,0.0
2.2348,2026-09-25T14:44:57.378,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.02,30.0,0.0
2.2455,2026-09-25T14:44:57.388,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.002,30.0,0.0
2.2556,2026-09-25T14:44:57.398,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.002,30.0,0.0
2.2658,2026-09-25T14:44:57.408,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.002,30.0,0.0
2.2759,2026-09-25T14:44:57.418,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.002,30.0,0.0
2.2861,2026-09-25T14:44:57.428,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.002,30.0,0.0
2.2962,2026-09-25T14:44:57.439,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.002,30.0,0.0
2.3064,2026-09-25T14:44:57.449,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.002,30.0,0.0
2.3165,2026-09-25T14:44:57.459,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.002,30.0,0.0
2.3266,2026-09-25T14:44:57.469,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.002,30.0,0.0
2.3367,2026-09-25T14:44:57.479,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.002,30.0,0.0
2.3473,2026-09-25T14:44:57.490,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.002,30.0,0.0
2.3574,2026-09-25T14:44:57.500,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.002,30.0,0.0
2.3676,2026-09-25T14:44:57.510,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.002,30.0,0.0
2.3778,2026-09-25T14:44:57.520,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.002,30.0,0.0
2.3879,2026-09-25T14:44:57.530,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.398,2026-09-25T14:44:57.540,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.4082,2026-09-25T14:44:57.551,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.4183,2026-09-25T14:44:57.561,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.4285,2026-09-25T14:44:57.571,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.4386,2026-09-25T14:44:57.581,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.4491,2026-09-25T14:44:57.591,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.4592,2026-09-25T14:44:57.602,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.4693,2026-09-25T14:44:57.612,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.4795,2026-09-25T14:44:57.622,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.4896,2026-09-25T14:44:57.632,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.4997,2026-09-25T14:44:57.642,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.5098,2026-09-25T14:44:57.652,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.52,2026-09-25T14:44:57.662,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.5302,2026-09-25T14:44:57.673,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.5403,2026-09-25T14:44:57.683,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.5508,2026-09-25T14:44:57.693,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
2.561,2026-09-25T14:44:57.703,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
2.5712,2026-09-25T14:44:57.714,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
2.5813,2026-09-25T14:44:57.724,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
2.5915,2026-09-25T14:44:57.734,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
2.6017,2026-09-25T14:44:57.744,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
2.6118,2026-09-25T14:44:57.754,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
2.6219,2026-09-25T14:44:57.764,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
2.6321,2026-09-25T14:44:57.774,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
2.6422,2026-09-25T14:44:57.785,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
2.6527,2026-09-25T14:44:57.795,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
2.6628,2026-09-25T14:44:57.805,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.001,30.0,0.0
2.673,2026-09-25T14:44:57.815,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
2.6832,2026-09-25T14:44:57.826,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
2.6933,2026-09-25T14:44:57.836,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
2.7035,2026-09-25T14:44:57.846,idle,idle,0,0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
2.7136,2026-09-25T14:44:57.856,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
2.7238,2026-09-25T14:44:57.866,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
2.734,2026-09-25T14:44:57.876,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
2.7441,2026-09-25T14:44:57.887,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
2.7545,2026-09-25T14:44:57.897,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
2.7646,2026-09-25T14:44:57.907,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
2.7748,2026-09-25T14:44:57.917,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
2.785,2026-09-25T14:44:57.927,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
2.7951,2026-09-25T14:44:57.937,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
2.8052,2026-09-25T14:44:57.948,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.8153,2026-09-25T14:44:57.958,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.8255,2026-09-25T14:44:57.968,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.8356,2026-09-25T14:44:57.978,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.8457,2026-09-25T14:44:57.988,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.8561,2026-09-25T14:44:57.998,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.8663,2026-09-25T14:44:58.009,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.8764,2026-09-25T14:44:58.019,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.8865,2026-09-25T14:44:58.029,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.8966,2026-09-25T14:44:58.039,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.9067,2026-09-25T14:44:58.049,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.9169,2026-09-25T14:44:58.059,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.927,2026-09-25T14:44:58.069,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.9371,2026-09-25T14:44:58.079,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.012,30.0,0.0
2.9473,2026-09-25T14:44:58.090,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.015,30.0,0.0
2.9579,2026-09-25T14:44:58.100,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.015,30.0,0.0
2.9681,2026-09-25T14:44:58.110,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.015,30.0,0.0
2.9782,2026-09-25T14:44:58.121,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.015,30.0,0.0
2.9883,2026-09-25T14:44:58.131,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.015,30.0,0.0
2.9984,2026-09-25T14:44:58.141,idle,idle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,13.2,13.8,5.015,30.0,0.0
