t,x,y,v,w,rpm1,rpm2,ff,V
54.576,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.576,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.627,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.636,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.636,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.686,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.696,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.696,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.1
54.746,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.1
54.756,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.1
54.756,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.806,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.816,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.816,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.866,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.876,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.876,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.1
54.927,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.1
54.936,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.1
54.936,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.986,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.995,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
54.996,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.046,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.056,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.056,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.106,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.116,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.116,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.166,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.176,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.176,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.227,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.236,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.236,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.286,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.296,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.296,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.1
55.346,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.1
55.356,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.1
55.356,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.406,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.416,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.416,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.467,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.476,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.476,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.526,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.535,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.536,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.586,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.596,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.596,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.646,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.656,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.656,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.706,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.716,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.716,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.766,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.776,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.776,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.826,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.836,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.836,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.886,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.896,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.896,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.946,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.956,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
55.956,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.006,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.016,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.016,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.066,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.076,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.076,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.126,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.136,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.136,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.186,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.196,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.196,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.246,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.256,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.256,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.306,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.316,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.316,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.366,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.376,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.376,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.427,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.436,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.436,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.486,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.496,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.496,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
56.546,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
56.556,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
56.556,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.607,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.616,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.616,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.666,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.676,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.676,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.726,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.735,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.735,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.786,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.796,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.796,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.846,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.856,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
56.856,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
56.907,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
56.916,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
56.916,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
56.966,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
56.976,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
56.976,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.026,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.036,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.036,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.086,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.096,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.096,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.146,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.156,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.156,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.207,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.216,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.216,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.266,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.276,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.276,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.326,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.336,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.336,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.386,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.396,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.396,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.446,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.458,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.458,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.508,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.516,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.516,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
57.566,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
57.577,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
57.577,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.627,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.636,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.636,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.686,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.696,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.696,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.746,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.756,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.756,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.807,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.816,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.816,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.866,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.876,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.876,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.926,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.926,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.976,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
57.985,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.036,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.036,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.086,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.095,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.096,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.146,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.156,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.156,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.206,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.216,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.216,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.266,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.276,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.276,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.326,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.336,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.336,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.386,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.396,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.396,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.446,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.456,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.456,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.507,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.517,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.517,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.567,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.576,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.576,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.626,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.636,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.636,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.686,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.696,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.696,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.746,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.756,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.756,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.806,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.816,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
58.816,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.866,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.876,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.876,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.927,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.936,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.936,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.986,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.996,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
58.996,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.046,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.056,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.056,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.106,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.115,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.116,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.166,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.176,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.176,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.226,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.236,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.236,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.286,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.296,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.296,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.346,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.356,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.356,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.406,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.416,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.416,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.466,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.476,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.476,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.526,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.535,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.536,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.586,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.596,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.596,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.646,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.656,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.656,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.707,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.715,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.716,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.766,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.776,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.776,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.827,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.836,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
59.836,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.886,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.896,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.896,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.946,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.957,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
59.957,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.008,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.016,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.016,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.066,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.076,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.076,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.127,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.136,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.136,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.186,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.196,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.196,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.246,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.256,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.256,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.306,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.315,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.316,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.366,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.376,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.376,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.426,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.435,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.435,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.486,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.496,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.496,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
60.547,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
60.556,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
60.556,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
60.606,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
60.615,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
60.616,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.666,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.676,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.676,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.727,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.736,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.736,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.786,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.796,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.796,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.847,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.856,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.856,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.906,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.916,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.916,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.966,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.976,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
60.976,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.026,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.036,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.036,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.086,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.096,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.096,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
61.147,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
61.156,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
61.156,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
61.207,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
61.216,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,6.0
61.216,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.266,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.276,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.276,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.326,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.336,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.336,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.386,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.396,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.396,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.446,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.456,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.456,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.506,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.517,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.518,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.568,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.576,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.577,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.627,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.635,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.636,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.686,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.696,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.696,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.746,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.756,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.756,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.806,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.816,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.816,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.866,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.876,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.876,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.926,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
61.935,-6.9459,-4.2258,0.0,0.0,0.0,0.0,16,5.9
